other_constraints_tomato_production,other_constraints_for_tomato_prod,level_of_severity_tomato_production,PARENT_KEY,KEY
None,,,uuid:b0b72f5e-c3c0-4fdf-a9a3-900724b85bdf/sclamp/Season_Information[2],uuid:b0b72f5e-c3c0-4fdf-a9a3-900724b85bdf/sclamp/Season_Information[2]/constraints_for_tomato_production[3]
Soil_fertility_exhaustion,,High,uuid:a9c68765-2a84-4eed-baae-e0ddf3c817c0/sclamp/Season_Information[2],uuid:a9c68765-2a84-4eed-baae-e0ddf3c817c0/sclamp/Season_Information[2]/constraints_for_tomato_production[1]
None,,,uuid:a9c68765-2a84-4eed-baae-e0ddf3c817c0/sclamp/Season_Information[2],uuid:a9c68765-2a84-4eed-baae-e0ddf3c817c0/sclamp/Season_Information[2]/constraints_for_tomato_production[2]
None,,,uuid:a9c68765-2a84-4eed-baae-e0ddf3c817c0/sclamp/Season_Information[2],uuid:a9c68765-2a84-4eed-baae-e0ddf3c817c0/sclamp/Season_Information[2]/constraints_for_tomato_production[3]
None,,,uuid:2839b9c2-d235-4d04-945f-3dee312eefcb/sclamp/Season_Information[2],uuid:2839b9c2-d235-4d04-945f-3dee312eefcb/sclamp/Season_Information[2]/constraints_for_tomato_production[1]
None,,,uuid:2839b9c2-d235-4d04-945f-3dee312eefcb/sclamp/Season_Information[2],uuid:2839b9c2-d235-4d04-945f-3dee312eefcb/sclamp/Season_Information[2]/constraints_for_tomato_production[2]
None,,,uuid:2839b9c2-d235-4d04-945f-3dee312eefcb/sclamp/Season_Information[2],uuid:2839b9c2-d235-4d04-945f-3dee312eefcb/sclamp/Season_Information[2]/constraints_for_tomato_production[3]
Soil_fertility_exhaustion,,Medium,uuid:d0527f40-751b-40e0-9fad-17bbddbf95f4/sclamp/Season_Information[1],uuid:d0527f40-751b-40e0-9fad-17bbddbf95f4/sclamp/Season_Information[1]/constraints_for_tomato_production[1]
None,,,uuid:d0527f40-751b-40e0-9fad-17bbddbf95f4/sclamp/Season_Information[1],uuid:d0527f40-751b-40e0-9fad-17bbddbf95f4/sclamp/Season_Information[1]/constraints_for_tomato_production[2]
other,Shortage of land,High,uuid:d0527f40-751b-40e0-9fad-17bbddbf95f4/sclamp/Season_Information[1],uuid:d0527f40-751b-40e0-9fad-17bbddbf95f4/sclamp/Season_Information[1]/constraints_for_tomato_production[3]
Leaf_eaters,,Medium,uuid:3f87c363-1ab5-4116-ac01-e6aa3cc41509/sclamp/Season_Information[2],uuid:3f87c363-1ab5-4116-ac01-e6aa3cc41509/sclamp/Season_Information[2]/constraints_for_tomato_production[1]
Shortage_of_rain,,Medium,uuid:3f87c363-1ab5-4116-ac01-e6aa3cc41509/sclamp/Season_Information[2],uuid:3f87c363-1ab5-4116-ac01-e6aa3cc41509/sclamp/Season_Information[2]/constraints_for_tomato_production[2]
None,,,uuid:3f87c363-1ab5-4116-ac01-e6aa3cc41509/sclamp/Season_Information[2],uuid:3f87c363-1ab5-4116-ac01-e6aa3cc41509/sclamp/Season_Information[2]/constraints_for_tomato_production[3]
Leaf_eaters,,Medium,uuid:a3156cfd-3482-427d-8675-38e95e19b401/sclamp/Season_Information[2],uuid:a3156cfd-3482-427d-8675-38e95e19b401/sclamp/Season_Information[2]/constraints_for_tomato_production[1]
None,,,uuid:a3156cfd-3482-427d-8675-38e95e19b401/sclamp/Season_Information[2],uuid:a3156cfd-3482-427d-8675-38e95e19b401/sclamp/Season_Information[2]/constraints_for_tomato_production[2]
None,,,uuid:a3156cfd-3482-427d-8675-38e95e19b401/sclamp/Season_Information[2],uuid:a3156cfd-3482-427d-8675-38e95e19b401/sclamp/Season_Information[2]/constraints_for_tomato_production[3]
Shortage_of_rain,,Medium,uuid:8531982f-ccc1-49ba-8d1b-fe1491511101/sclamp/Season_Information[2],uuid:8531982f-ccc1-49ba-8d1b-fe1491511101/sclamp/Season_Information[2]/constraints_for_tomato_production[1]
None,,,uuid:8531982f-ccc1-49ba-8d1b-fe1491511101/sclamp/Season_Information[2],uuid:8531982f-ccc1-49ba-8d1b-fe1491511101/sclamp/Season_Information[2]/constraints_for_tomato_production[2]
None,,,uuid:8531982f-ccc1-49ba-8d1b-fe1491511101/sclamp/Season_Information[2],uuid:8531982f-ccc1-49ba-8d1b-fe1491511101/sclamp/Season_Information[2]/constraints_for_tomato_production[3]
None,,,uuid:f7b2d0ad-3651-40f2-af46-755f0ba0e5c9/sclamp/Season_Information[2],uuid:f7b2d0ad-3651-40f2-af46-755f0ba0e5c9/sclamp/Season_Information[2]/constraints_for_tomato_production[1]
None,,,uuid:f7b2d0ad-3651-40f2-af46-755f0ba0e5c9/sclamp/Season_Information[2],uuid:f7b2d0ad-3651-40f2-af46-755f0ba0e5c9/sclamp/Season_Information[2]/constraints_for_tomato_production[2]
None,,,uuid:f7b2d0ad-3651-40f2-af46-755f0ba0e5c9/sclamp/Season_Information[2],uuid:f7b2d0ad-3651-40f2-af46-755f0ba0e5c9/sclamp/Season_Information[2]/constraints_for_tomato_production[3]
Leaf_eaters,,Medium,uuid:c7b01a20-bdb0-465c-9714-ca08ce5ba409/sclamp/Season_Information[1],uuid:c7b01a20-bdb0-465c-9714-ca08ce5ba409/sclamp/Season_Information[1]/constraints_for_tomato_production[1]
None,,,uuid:c7b01a20-bdb0-465c-9714-ca08ce5ba409/sclamp/Season_Information[1],uuid:c7b01a20-bdb0-465c-9714-ca08ce5ba409/sclamp/Season_Information[1]/constraints_for_tomato_production[2]
None,,,uuid:c7b01a20-bdb0-465c-9714-ca08ce5ba409/sclamp/Season_Information[1],uuid:c7b01a20-bdb0-465c-9714-ca08ce5ba409/sclamp/Season_Information[1]/constraints_for_tomato_production[3]
None,,,uuid:b1d2f952-c8e5-4883-91b8-5c9f625b0096/sclamp/Season_Information[2],uuid:b1d2f952-c8e5-4883-91b8-5c9f625b0096/sclamp/Season_Information[2]/constraints_for_tomato_production[1]
None,,,uuid:b1d2f952-c8e5-4883-91b8-5c9f625b0096/sclamp/Season_Information[2],uuid:b1d2f952-c8e5-4883-91b8-5c9f625b0096/sclamp/Season_Information[2]/constraints_for_tomato_production[2]
None,,,uuid:b1d2f952-c8e5-4883-91b8-5c9f625b0096/sclamp/Season_Information[2],uuid:b1d2f952-c8e5-4883-91b8-5c9f625b0096/sclamp/Season_Information[2]/constraints_for_tomato_production[3]
None,,,uuid:b1d2f952-c8e5-4883-91b8-5c9f625b0096/sclamp/Season_Information[3],uuid:b1d2f952-c8e5-4883-91b8-5c9f625b0096/sclamp/Season_Information[3]/constraints_for_tomato_production[1]
None,,,uuid:b1d2f952-c8e5-4883-91b8-5c9f625b0096/sclamp/Season_Information[3],uuid:b1d2f952-c8e5-4883-91b8-5c9f625b0096/sclamp/Season_Information[3]/constraints_for_tomato_production[2]
None,,,uuid:b1d2f952-c8e5-4883-91b8-5c9f625b0096/sclamp/Season_Information[3],uuid:b1d2f952-c8e5-4883-91b8-5c9f625b0096/sclamp/Season_Information[3]/constraints_for_tomato_production[3]
White_flies,,Medium,uuid:48a7c57c-e180-4fc4-8608-31fec19b310d/sclamp/Season_Information[2],uuid:48a7c57c-e180-4fc4-8608-31fec19b310d/sclamp/Season_Information[2]/constraints_for_tomato_production[1]
Red_spider_mite,,Medium,uuid:48a7c57c-e180-4fc4-8608-31fec19b310d/sclamp/Season_Information[2],uuid:48a7c57c-e180-4fc4-8608-31fec19b310d/sclamp/Season_Information[2]/constraints_for_tomato_production[2]
None,,,uuid:48a7c57c-e180-4fc4-8608-31fec19b310d/sclamp/Season_Information[2],uuid:48a7c57c-e180-4fc4-8608-31fec19b310d/sclamp/Season_Information[2]/constraints_for_tomato_production[3]
