plot_id_Feb_March_2020,plot_location_name_Feb_March_2020,main_crop_on_this_plot_Feb_March_2020,plot_area_acres_Feb_March_2020,plot_tenure_Feb_March_2020,plot_tenure_other_Feb_March_2020,who_in_the_household_makes_decision_Feb_March_2020,how_fertile_is_the_soil_of_this_Feb_March_2020,what_is_surrounding_this_plot_Feb_March_2020,what_is_surrounding_this_plot_other_Feb_March_2020,is_intercropping_on_this_plot_Feb_March_2020,is_push_pull_technology_on_this_plot_Feb_March_2020,is_plot_irrigated_Feb_March_2020,has_this_plot_received_fertilizer_Feb_March_2020,has_this_plot_received_insecticide_Feb_March_2020,has_this_plot_received_herbicide_Feb_March_2020,total_production_harvested_dry_Feb_March_2020,did_crop_suffer_from_FAW_Feb_March_2020,percentage_of_production_lost_due_to_FAW_Feb_March_2020,did_crop_suffer_from_Stem-borer_Feb_March_2020,percentage_of_production_lost_due_to_Stem-borer_Feb_March_2020,did_crop_suffer_from_Striga_Feb_March_2020,percentage_of_production_lost_due_to_Striga_Feb_March_2020,did_crop_suffer_from_tuta_Absoluta_Feb_March_2020,percentage_of_production_lost_due_to_tuta_Absoluta_Feb_March_2020,PARENT_KEY,KEY
1,Wabombole,Maize,2.0,Owned,,Head_and_spouse_jointly,Medium,Farmeland,,No,No,No,No,Yes,No,400.0,Yes,10.0,Yes,3.0,Yes,20.0,,,uuid:a09a56a3-2458-454b-b319-93a1748d397c,uuid:a09a56a3-2458-454b-b319-93a1748d397c/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]
2,Muriga,Maize,0.5,Owned,,Head_,Medium,Farmeland,,No,No,No,No,Yes,No,70.0,Yes,16.0,Yes,1.6,Yes,8.0,,,uuid:a09a56a3-2458-454b-b319-93a1748d397c,uuid:a09a56a3-2458-454b-b319-93a1748d397c/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]
3,Kigwero,Maize,1.0,Owned,,Head_,Medium,Farmeland,,No,No,No,No,Yes,No,150.0,Yes,30.0,Yes,2.0,Yes,15.0,,,uuid:a09a56a3-2458-454b-b319-93a1748d397c,uuid:a09a56a3-2458-454b-b319-93a1748d397c/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[3]
4,Wagulu,Maize,0.5,Owned,,Head_and_spouse_jointly,Medium,Farmeland,,Yes,No,No,No,Yes,No,30.0,Yes,21.0,Yes,1.4,Yes,10.0,,,uuid:a09a56a3-2458-454b-b319-93a1748d397c,uuid:a09a56a3-2458-454b-b319-93a1748d397c/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[4]
5,Welombole nyanya,Tomato,0.5,Owned,,Spouse,Medium,Farmeland,,No,,Yes,No,Yes,No,100.0,,,,,,,Yes,5.0,uuid:a09a56a3-2458-454b-b319-93a1748d397c,uuid:a09a56a3-2458-454b-b319-93a1748d397c/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[5]
1,Orange,Maize,3.0,Owned,,Head_and_spouse_jointly,Medium,Farmeland,,Yes,Yes,No,No,Yes,No,1500.0,Yes,5.0,Yes,1.0,Yes,1.0,,,uuid:fd9997a8-5c57-493d-8d68-c383c018aceb,uuid:fd9997a8-5c57-493d-8d68-c383c018aceb/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]
2,Home,Tomato,0.25,Owned,,Spouse,Good,Farmeland,,No,,Yes,No,Yes,No,160.0,,,,,,,Yes,5.0,uuid:fd9997a8-5c57-493d-8d68-c383c018aceb,uuid:fd9997a8-5c57-493d-8d68-c383c018aceb/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]
3,Forest,Tomato,0.5,Owned,,Head_and_spouse_jointly,Medium,Farmeland,,No,,No,No,Yes,No,240.0,,,,,,,Yes,10.0,uuid:fd9997a8-5c57-493d-8d68-c383c018aceb,uuid:fd9997a8-5c57-493d-8d68-c383c018aceb/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[3]
1,Lushanga ,Maize,0.75,Owned,,Head_,Medium,Farmeland,,Yes,No,No,No,Yes,No,850.0,Yes,2.5,No,,Yes,5.0,,,uuid:9b05949b-b31f-405d-ba52-ccd55e15e5d4,uuid:9b05949b-b31f-405d-ba52-ccd55e15e5d4/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]
1,Home,Maize,0.75,Owned,,Head_and_spouse_jointly,Good,Settlement,,No,No,No,No,No,No,200.0,No,,Yes,1.0,No,,,,uuid:cb9fe384-e7e8-4f36-884c-23012a9b77f9,uuid:cb9fe384-e7e8-4f36-884c-23012a9b77f9/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]
2,Mikoge,Maize,0.5,Owned,,Head_and_spouse_jointly,Medium,Farmeland,,Yes,No,No,No,No,No,150.0,Yes,2.0,Yes,1.5,Yes,5.0,,,uuid:cb9fe384-e7e8-4f36-884c-23012a9b77f9,uuid:cb9fe384-e7e8-4f36-884c-23012a9b77f9/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]
3,Kigola,Maize,2.75,Owned,,Head_,Low,Farmeland,,Yes,No,No,No,No,No,700.0,No,,Yes,1.6,Yes,2.3,,,uuid:cb9fe384-e7e8-4f36-884c-23012a9b77f9,uuid:cb9fe384-e7e8-4f36-884c-23012a9b77f9/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[3]
1,Nabikabala,Maize,2.0,Owned,,Head_and_spouse_jointly,Good,Farmeland,,No,No,No,No,No,No,300.0,No,,Yes,15.0,Yes,18.0,,,uuid:034dd39d-23d2-421c-b1a8-60fe85e15022,uuid:034dd39d-23d2-421c-b1a8-60fe85e15022/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]
2,Nabukabala,Tomato,0.125,Owned,,Head_and_spouse_jointly,Good,Farmeland,,No,,Yes,No,Yes,No,80.0,,,,,,,No,,uuid:034dd39d-23d2-421c-b1a8-60fe85e15022,uuid:034dd39d-23d2-421c-b1a8-60fe85e15022/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]
1,Manga,Maize,1.0,Owned,,Spouse,Low,Farmeland,,Yes,No,No,No,No,No,30.0,Yes,30.0,Yes,0.001,Yes,68.0,,,uuid:64b66d1c-5eea-4132-8419-fe4ac895bd68,uuid:64b66d1c-5eea-4132-8419-fe4ac895bd68/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]
2,Waaka,Tomato,0.06,Owned,,Spouse,Good,Farmeland,,No,,No,No,Yes,No,50.0,,,,,,,Yes,10.0,uuid:64b66d1c-5eea-4132-8419-fe4ac895bd68,uuid:64b66d1c-5eea-4132-8419-fe4ac895bd68/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]
1,Lugola,Maize,1.0,Owned,,Head_,Good,Farmeland,,Yes,No,No,No,Yes,No,500.0,Yes,3.2,Yes,1.5,Yes,5.2,,,uuid:4868aa22-5c33-4bb1-b952-d1d9a40d3f8c,uuid:4868aa22-5c33-4bb1-b952-d1d9a40d3f8c/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]
2,Kisenyi ,Tomato,1.0,Rented_shared_in,,Head_,Good,Farmeland,,No,,Yes,No,Yes,No,600.0,,,,,,,No,,uuid:4868aa22-5c33-4bb1-b952-d1d9a40d3f8c,uuid:4868aa22-5c33-4bb1-b952-d1d9a40d3f8c/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]
1,March ,Maize,1.0,Owned,,Head_,Medium,Farmeland,,Yes,No,No,No,No,No,120.0,Yes,5.0,Yes,0.2,Yes,65.0,,,uuid:823b19c4-4a86-42bc-bf88-82e824c06546,uuid:823b19c4-4a86-42bc-bf88-82e824c06546/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]
2,April ,Maize,1.0,Owned,,Head_,Low,Farmeland,,Yes,No,No,No,No,No,200.0,Yes,7.0,Yes,0.1,Yes,68.0,,,uuid:823b19c4-4a86-42bc-bf88-82e824c06546,uuid:823b19c4-4a86-42bc-bf88-82e824c06546/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]
3,Isiita ,Maize,0.5,Rented_shared_in,,Head_,Low,Farmeland,,Yes,No,No,No,No,No,50.0,Yes,0.05,Yes,0.001,Yes,65.0,,,uuid:823b19c4-4a86-42bc-bf88-82e824c06546,uuid:823b19c4-4a86-42bc-bf88-82e824c06546/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[3]
4,June,Tomato,0.25,Owned,,Head_,Low,Farmeland,,No,,Yes,No,No,No,20.0,,,,,,,No,,uuid:823b19c4-4a86-42bc-bf88-82e824c06546,uuid:823b19c4-4a86-42bc-bf88-82e824c06546/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[4]
1,Kumutala,Maize,1.0,Owned,,Head_and_spouse_jointly,Medium,Farmeland,,Yes,No,No,Yes,Yes,No,300.0,Yes,3.0,Yes,2.5,Yes,15.0,,,uuid:d638fc3e-a07a-4aa8-a251-d35f2721fe8b,uuid:d638fc3e-a07a-4aa8-a251-d35f2721fe8b/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]
1,Kawanguzi ,Maize,1.0,Rented_shared_in,,Head_,Low,Farmeland,,Yes,No,No,No,No,No,200.0,Yes,20.0,Yes,10.0,Yes,40.0,,,uuid:9340185b-fae5-42a0-81c8-45ef3f519c1b,uuid:9340185b-fae5-42a0-81c8-45ef3f519c1b/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]
2,Kibwika,Maize,1.0,Rented_shared_in,,Head_,Low,Farmeland,,No,No,No,No,No,No,250.0,Yes,10.0,Yes,0.1,Yes,40.0,,,uuid:9340185b-fae5-42a0-81c8-45ef3f519c1b,uuid:9340185b-fae5-42a0-81c8-45ef3f519c1b/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]
3,Kibali,Tomato,0.25,Rented_shared_in,,Head_,Low,Farmeland,,No,,Yes,No,Yes,No,5.0,,,,,,,No,,uuid:9340185b-fae5-42a0-81c8-45ef3f519c1b,uuid:9340185b-fae5-42a0-81c8-45ef3f519c1b/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[3]
1,Manga,Tomato,0.5,Owned,,Head_,Medium,Farmeland,,No,,Yes,Yes,Yes,No,5125.0,,,,,,,Yes,0.25,uuid:a1f01dba-b7db-4c61-9e6b-5a36ba9eca0b,uuid:a1f01dba-b7db-4c61-9e6b-5a36ba9eca0b/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]
2,Kutale,Maize,0.5,Owned,,Head_,Medium,Farmeland,,Yes,No,No,No,Yes,No,200.0,Yes,5.0,Yes,1.0,Yes,2.0,,,uuid:a1f01dba-b7db-4c61-9e6b-5a36ba9eca0b,uuid:a1f01dba-b7db-4c61-9e6b-5a36ba9eca0b/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]
1,Waaka,Maize,0.8,Rented_shared_in,,Head_,Low,Farmeland,,Yes,No,No,No,No,No,150.0,Yes,20.0,Yes,0.01,Yes,60.0,,,uuid:854617f7-6615-447e-8482-3aacea4981b1,uuid:854617f7-6615-447e-8482-3aacea4981b1/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]
2,Waaka 2,Tomato,0.01,Owned,,Spouse,Good,Farmeland,,No,,No,No,No,No,40.0,,,,,,,No,,uuid:854617f7-6615-447e-8482-3aacea4981b1,uuid:854617f7-6615-447e-8482-3aacea4981b1/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]
1,Ngulu,Maize,1.0,Rented_shared_in,,Head_,Medium,Farmeland,,Yes,No,No,Yes,No,No,600.0,Yes,10.0,Yes,4.0,Yes,6.5,,,uuid:3c611499-021b-49f1-bbc1-7c1b21db8a8c,uuid:3c611499-021b-49f1-bbc1-7c1b21db8a8c/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]
2,Lushanga,Tomato,0.5,Owned,,Head_,Low,Farmeland,,No,,Yes,No,Yes,Yes,1100.0,,,,,,,Yes,7.0,uuid:3c611499-021b-49f1-bbc1-7c1b21db8a8c,uuid:3c611499-021b-49f1-bbc1-7c1b21db8a8c/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]
1,Kibali,Maize,1.0,Owned,,Head_,Low,Farmeland,,No,No,No,No,No,No,150.0,Yes,35.0,Yes,0.0,Yes,50.0,,,uuid:b9551ab0-0467-48a8-aa91-611dc65f5a77,uuid:b9551ab0-0467-48a8-aa91-611dc65f5a77/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]
2,Itale ,Maize,0.5,Owned,,Head_,Low,Farmeland,,Yes,No,No,No,No,No,80.0,Yes,25.0,Yes,0.1,Yes,55.0,,,uuid:b9551ab0-0467-48a8-aa91-611dc65f5a77,uuid:b9551ab0-0467-48a8-aa91-611dc65f5a77/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]
3,Sosi,Tomato,0.25,Rented_shared_in,,Head_,Low,Farmeland,,Yes,,Yes,No,No,No,240.0,,,,,,,No,,uuid:b9551ab0-0467-48a8-aa91-611dc65f5a77,uuid:b9551ab0-0467-48a8-aa91-611dc65f5a77/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[3]
1,Kukubo,Maize,2.0,Owned,,Spouse,Medium,Farmeland,,No,No,No,No,Yes,No,600.0,Yes,5.0,Yes,2.0,Yes,10.0,,,uuid:be1a5f69-18ae-42cb-a598-205ca08f3c60,uuid:be1a5f69-18ae-42cb-a598-205ca08f3c60/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]
2,Kukibali,Tomato,0.5,Rented_shared_in,,Spouse,Good,Farmeland,,No,,Yes,Yes,Yes,No,500.0,,,,,,,Yes,3.0,uuid:be1a5f69-18ae-42cb-a598-205ca08f3c60,uuid:be1a5f69-18ae-42cb-a598-205ca08f3c60/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]
1,Kibali,Maize,0.5,Rented_shared_in,,Head_,Medium,Farmeland,,Yes,No,No,No,Yes,No,100.0,Yes,16.0,Yes,0.8,Yes,75.0,,,uuid:ddb9a876-1be6-4949-bc16-2883a09c32cb,uuid:ddb9a876-1be6-4949-bc16-2883a09c32cb/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]
2,Waaka,Maize,0.5,Owned,,Spouse,Medium,Farmeland,,Yes,No,No,No,No,No,30.0,Yes,25.0,Yes,0.01,Yes,50.0,,,uuid:ddb9a876-1be6-4949-bc16-2883a09c32cb,uuid:ddb9a876-1be6-4949-bc16-2883a09c32cb/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]
3,Itale ,Maize,0.5,Rented_shared_in,,Spouse,Low,Farmeland,,Yes,No,No,No,No,No,60.0,Yes,10.0,No,,Yes,60.0,,,uuid:ddb9a876-1be6-4949-bc16-2883a09c32cb,uuid:ddb9a876-1be6-4949-bc16-2883a09c32cb/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[3]
1,Manga,Tomato,0.5,Owned,,Head_and_spouse_jointly,Good,Farmeland,,No,,Yes,No,Yes,No,360.0,,,,,,,Yes,5.0,uuid:e0914409-b489-41f0-b23a-56e2cf00b20f,uuid:e0914409-b489-41f0-b23a-56e2cf00b20f/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]
2,Manga 2,Maize,0.5,Owned,,Head_and_spouse_jointly,Good,Farmeland,,Yes,No,No,No,No,No,500.0,Yes,5.0,Yes,3.0,Yes,15.0,,,uuid:e0914409-b489-41f0-b23a-56e2cf00b20f,uuid:e0914409-b489-41f0-b23a-56e2cf00b20f/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]
1,Lugoola,Maize,0.033,Owned,,Spouse,Medium,Farmeland,,No,No,No,Yes,No,No,75.0,Yes,20.0,Yes,6.0,No,,,,uuid:31db2250-5242-465d-8b42-589aa9703d7e,uuid:31db2250-5242-465d-8b42-589aa9703d7e/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]
2,Lukyanga,Maize,0.009,Owned,,Spouse,Low,Farmeland,,No,No,No,No,No,No,15.0,Yes,15.0,Yes,0.5,Yes,60.0,,,uuid:31db2250-5242-465d-8b42-589aa9703d7e,uuid:31db2250-5242-465d-8b42-589aa9703d7e/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]
1,Kosodo,Maize,1.5,Rented_shared_in,,Head_and_spouse_jointly,Low,Farmeland,,Yes,No,No,No,No,No,150.0,Yes,3.5,Yes,2.94,Yes,4.92,,,uuid:a773bc95-53fc-4f21-8bbc-e14eff96e268,uuid:a773bc95-53fc-4f21-8bbc-e14eff96e268/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]
2,2,Tomato,0.25,Owned,,Head_,Low,Farmeland,,No,,Yes,No,Yes,No,120.0,,,,,,,Yes,2.5,uuid:a773bc95-53fc-4f21-8bbc-e14eff96e268,uuid:a773bc95-53fc-4f21-8bbc-e14eff96e268/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]
1,Maize A,Maize,1.5,Owned,,Head_,Low,Farmeland,,Yes,No,No,No,No,No,450.0,Yes,1.0,Yes,0.7,Yes,20.0,,,uuid:3845d444-8001-4525-be2c-9d1bdc7057d6,uuid:3845d444-8001-4525-be2c-9d1bdc7057d6/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]
1,Maize A,Maize,2.0,Owned,,Head_,Low,Farmeland,,Yes,No,No,No,Yes,No,350.0,Yes,3.0,Yes,0.01,Yes,55.0,,,uuid:c02a1732-25c3-409b-a2b8-fd92dd5cabaf,uuid:c02a1732-25c3-409b-a2b8-fd92dd5cabaf/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]
2,Tomatoes,Tomato,1.0,Rented_shared_in,,Head_,Low,Farmeland,,No,,Yes,Yes,Yes,No,0.0,,,,,,,Yes,0.1,uuid:c02a1732-25c3-409b-a2b8-fd92dd5cabaf,uuid:c02a1732-25c3-409b-a2b8-fd92dd5cabaf/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]
1,Maize A,Maize,0.6,Owned,,Head_,Medium,Farmeland,,Yes,No,No,No,Yes,No,750.0,Yes,0.1,Yes,0.07,Yes,9.0,,,uuid:46fc2f07-9bd0-4b75-956a-291b7615e896,uuid:46fc2f07-9bd0-4b75-956a-291b7615e896/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]
2,Maize B,Maize,0.6,Owned,,Head_,Good,Farmeland,,Yes,No,No,No,No,No,450.0,Yes,5.0,Yes,0.5,Yes,13.0,,,uuid:46fc2f07-9bd0-4b75-956a-291b7615e896,uuid:46fc2f07-9bd0-4b75-956a-291b7615e896/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]
3,Maize C,Maize,0.6,Owned,,Head_,Low,Farmeland,,Yes,No,No,No,No,No,100.0,Yes,2.0,Yes,0.6,Yes,17.0,,,uuid:46fc2f07-9bd0-4b75-956a-291b7615e896,uuid:46fc2f07-9bd0-4b75-956a-291b7615e896/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[3]
4,Tomatoes,Tomato,0.0625,Owned,,Head_,Good,Settlement,,No,,Yes,No,Yes,No,90.0,,,,,,,Yes,0.04,uuid:46fc2f07-9bd0-4b75-956a-291b7615e896,uuid:46fc2f07-9bd0-4b75-956a-291b7615e896/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[4]
1,Maize A,Maize,1.0,Rented_shared_in,,Head_,Low,Farmeland,,Yes,No,No,No,Yes,No,400.0,Yes,1.0,Yes,0.02,Yes,6.0,,,uuid:1bfdb3e2-a6f2-4daf-95a6-1246c02b46c9,uuid:1bfdb3e2-a6f2-4daf-95a6-1246c02b46c9/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]
2,Maize B,Maize,1.0,Owned,,Head_,Low,Farmeland,,Yes,No,No,No,Yes,No,500.0,Yes,0.5,Yes,0.01,Yes,3.0,,,uuid:1bfdb3e2-a6f2-4daf-95a6-1246c02b46c9,uuid:1bfdb3e2-a6f2-4daf-95a6-1246c02b46c9/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]
3,Tomatoes,Tomato,0.125,Owned,,Head_,Medium,Settlement,,No,,No,No,Yes,No,50.0,,,,,,,Yes,0.05,uuid:1bfdb3e2-a6f2-4daf-95a6-1246c02b46c9,uuid:1bfdb3e2-a6f2-4daf-95a6-1246c02b46c9/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[3]
1,Nadwali,Maize,2.0,Rented_shared_in,,Head_,Low,Farmeland,,Yes,No,No,No,No,No,450.0,Yes,5.0,Yes,1.0,Yes,40.0,,,uuid:07ee9afc-447f-4c3f-9d7c-63f57869d949,uuid:07ee9afc-447f-4c3f-9d7c-63f57869d949/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]
2,Bulagasi A,Maize,1.0,Rented_shared_in,,Head_,Low,Farmeland,,Yes,No,No,No,No,No,200.0,Yes,2.0,Yes,0.9,Yes,50.0,,,uuid:07ee9afc-447f-4c3f-9d7c-63f57869d949,uuid:07ee9afc-447f-4c3f-9d7c-63f57869d949/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]
3,Bulagasi B,Maize,1.0,Owned,,Head_,Low,Farmeland,,Yes,No,No,No,No,No,150.0,Yes,4.0,Yes,1.0,Yes,60.0,,,uuid:07ee9afc-447f-4c3f-9d7c-63f57869d949,uuid:07ee9afc-447f-4c3f-9d7c-63f57869d949/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[3]
1,X,Maize,1.0,Owned,,Head_and_other_household_member,Medium,Farmeland,,Yes,No,No,No,Yes,No,200.0,Yes,3.0,No,,Yes,20.0,,,uuid:53e2f3d8-9d93-47fc-a22f-ce61c0fa25ca,uuid:53e2f3d8-9d93-47fc-a22f-ce61c0fa25ca/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]
2,Y,Tomato,0.5,Owned,,Other_household_member,Medium,Farmeland,,No,,Yes,No,Yes,No,150.0,,,,,,,Yes,1.0,uuid:53e2f3d8-9d93-47fc-a22f-ce61c0fa25ca,uuid:53e2f3d8-9d93-47fc-a22f-ce61c0fa25ca/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]
1,Kigola 1,Maize,1.0,Owned,,Head_and_spouse_jointly,Medium,Farmeland,,Yes,No,No,Yes,Yes,No,200.0,Yes,5.0,Yes,2.0,Yes,8.0,,,uuid:983b9ac5-bbc8-43f4-b8e3-b638fb65b99c,uuid:983b9ac5-bbc8-43f4-b8e3-b638fb65b99c/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]
2,Kigola 2,Maize,0.5,Owned,,Head_and_spouse_jointly,Good,Farmeland,,Yes,No,No,Yes,Yes,No,150.0,Yes,8.0,Yes,3.0,Yes,2.5,,,uuid:983b9ac5-bbc8-43f4-b8e3-b638fb65b99c,uuid:983b9ac5-bbc8-43f4-b8e3-b638fb65b99c/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]
3,Lushanga,Maize,0.5,Owned,,Head_and_spouse_jointly,Good,Farmeland,,Yes,No,No,Yes,Yes,No,150.0,Yes,8.6,Yes,1.0,Yes,9.5,,,uuid:983b9ac5-bbc8-43f4-b8e3-b638fb65b99c,uuid:983b9ac5-bbc8-43f4-b8e3-b638fb65b99c/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[3]
4,Waka,Tomato,0.5,Owned,,Spouse,Good,other,Roads,Yes,,No,Yes,Yes,No,120.0,,,,,,,Yes,5.9,uuid:983b9ac5-bbc8-43f4-b8e3-b638fb65b99c,uuid:983b9ac5-bbc8-43f4-b8e3-b638fb65b99c/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[4]
1,Buyage,Maize,0.5,Rented_shared_in,,Spouse,Low,Farmeland,,Yes,No,No,No,Yes,No,350.0,Yes,3.0,No,,Yes,1.0,,,uuid:c719d895-cab8-46f5-b221-7974f040a92f,uuid:c719d895-cab8-46f5-b221-7974f040a92f/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]
1,Kisenyi,Maize,3.0,Owned,,Head_,Medium,other,Water body,Yes,No,No,No,Yes,Yes,1500.0,No,,Yes,1.5,Yes,5.0,,,uuid:e699e0c1-d33a-46c1-b4f6-9cba00fa8359,uuid:e699e0c1-d33a-46c1-b4f6-9cba00fa8359/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]
2,Waka,Maize,2.0,Owned,,Head_,Medium,Settlement,,Yes,No,No,No,Yes,No,800.0,Yes,2.0,Yes,1.3,Yes,5.0,,,uuid:e699e0c1-d33a-46c1-b4f6-9cba00fa8359,uuid:e699e0c1-d33a-46c1-b4f6-9cba00fa8359/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]
1,Nawansekese,Maize,0.5,Owned,,Head_and_spouse_jointly,Medium,Farmeland,,Yes,Yes,No,Yes,No,No,300.0,Yes,5.0,Yes,20.0,Yes,5.0,,,uuid:b4d52370-d1f0-464e-a3e6-37ac3186d773,uuid:b4d52370-d1f0-464e-a3e6-37ac3186d773/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]
1,Kasodo,Maize,1.0,Owned,,Head_,Medium,Forest,,Yes,No,No,No,Yes,No,200.0,Yes,20.0,Yes,20.0,Yes,10.0,,,uuid:46c78423-8a2f-4fa0-8726-cf4bb3922974,uuid:46c78423-8a2f-4fa0-8726-cf4bb3922974/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]
2,Nabikabala,Maize,1.0,Rented_shared_in,,Head_,Medium,Farmeland,,Yes,No,No,No,Yes,No,200.0,Yes,20.0,Yes,20.0,Yes,10.0,,,uuid:46c78423-8a2f-4fa0-8726-cf4bb3922974,uuid:46c78423-8a2f-4fa0-8726-cf4bb3922974/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]
2,Nabikola,Tomato,0.125,Rented_shared_in,,Head_,Medium,Farmeland,,No,,Yes,Yes,Yes,No,30.0,,,,,,,Yes,16.67,uuid:46c78423-8a2f-4fa0-8726-cf4bb3922974,uuid:46c78423-8a2f-4fa0-8726-cf4bb3922974/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[3]
1,Kasodo,Maize,2.0,Owned,,Head_and_spouse_jointly,Medium,Farmeland,,Yes,No,No,Yes,Yes,No,150.0,Yes,36.36,Yes,9.09,Yes,18.18,,,uuid:d5a2921d-f23c-4589-ac93-325beefa9f23,uuid:d5a2921d-f23c-4589-ac93-325beefa9f23/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]
2,Nabikabala,Tomato,0.25,Owned,,Head_and_spouse_jointly,Good,Farmeland,,No,,Yes,Yes,No,No,60.0,,,,,,,Yes,40.0,uuid:d5a2921d-f23c-4589-ac93-325beefa9f23,uuid:d5a2921d-f23c-4589-ac93-325beefa9f23/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]
1,Kasodo,Maize,1.0,Rented_shared_in,,Head_,Low,Farmeland,,Yes,No,No,No,No,No,250.0,Yes,5.0,Yes,10.0,Yes,20.0,,,uuid:99695b6e-706e-46f2-8da7-61df87c7b7d3,uuid:99695b6e-706e-46f2-8da7-61df87c7b7d3/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]
