strategies_was_used_to_control_Striga_Feb_March_2020,specify_the_pesticide_striga,perception_on_the_effectiveness_in_controlling_Striga_Feb_March_2020,PARENT_KEY,KEY
Overweeding_Frequent_Weeding,,Medium,uuid:3806c404-49ee-4ea5-af32-6838eed8c5ea/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2],uuid:3806c404-49ee-4ea5-af32-6838eed8c5ea/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]/strategies_to_control_Striga_Feb_March_2020[1]
Uprooting_Infested_Plant_And_Bu,,High,uuid:56d72e10-506c-4f35-9041-15c8b1bc1d7b/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:56d72e10-506c-4f35-9041-15c8b1bc1d7b/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Striga_Feb_March_2020[1]
Overweeding_Frequent_Weeding,,High,uuid:56d72e10-506c-4f35-9041-15c8b1bc1d7b/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2],uuid:56d72e10-506c-4f35-9041-15c8b1bc1d7b/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]/strategies_to_control_Striga_Feb_March_2020[1]
Overweeding_Frequent_Weeding,,Medium,uuid:8ea3c974-2773-4887-b876-67a06afe9ad0/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:8ea3c974-2773-4887-b876-67a06afe9ad0/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Striga_Feb_March_2020[1]
Manure_Application,,Medium,uuid:e6805d24-ed14-4724-a2ea-b94dddaaf315/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:e6805d24-ed14-4724-a2ea-b94dddaaf315/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Striga_Feb_March_2020[1]
Early_Planting,,Medium,uuid:e6805d24-ed14-4724-a2ea-b94dddaaf315/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:e6805d24-ed14-4724-a2ea-b94dddaaf315/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Striga_Feb_March_2020[2]
Overweeding_Frequent_Weeding,,Medium,uuid:e6805d24-ed14-4724-a2ea-b94dddaaf315/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:e6805d24-ed14-4724-a2ea-b94dddaaf315/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Striga_Feb_March_2020[3]
Manure_Application,,Medium,uuid:b76607e5-167a-4bc2-b162-c92fbd835b73/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:b76607e5-167a-4bc2-b162-c92fbd835b73/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Striga_Feb_March_2020[1]
Push_pull_Technology,,Low,uuid:b76607e5-167a-4bc2-b162-c92fbd835b73/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:b76607e5-167a-4bc2-b162-c92fbd835b73/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Striga_Feb_March_2020[2]
Early_Planting,,Low,uuid:b76607e5-167a-4bc2-b162-c92fbd835b73/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:b76607e5-167a-4bc2-b162-c92fbd835b73/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Striga_Feb_March_2020[3]
Overweeding_Frequent_Weeding,,Low,uuid:e98894f1-3d48-4609-9099-c1dab11f0729/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:e98894f1-3d48-4609-9099-c1dab11f0729/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Striga_Feb_March_2020[1]
Early_Planting,,Medium,uuid:e98894f1-3d48-4609-9099-c1dab11f0729/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:e98894f1-3d48-4609-9099-c1dab11f0729/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Striga_Feb_March_2020[2]
Manure_Application,,Low,uuid:e98894f1-3d48-4609-9099-c1dab11f0729/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:e98894f1-3d48-4609-9099-c1dab11f0729/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Striga_Feb_March_2020[3]
Early_Planting,,Low,uuid:fc736717-778a-49ba-8585-51c9aa4f6e6b/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:fc736717-778a-49ba-8585-51c9aa4f6e6b/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Striga_Feb_March_2020[1]
Overweeding_Frequent_Weeding,,High,uuid:c2b9c147-bc78-407a-a3ec-9f8a53778b15/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:c2b9c147-bc78-407a-a3ec-9f8a53778b15/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Striga_Feb_March_2020[1]
Overweeding_Frequent_Weeding,,Medium,uuid:8007fa11-90a1-40d9-ab12-ee7d9dd108cb/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:8007fa11-90a1-40d9-ab12-ee7d9dd108cb/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Striga_Feb_March_2020[1]
Overweeding_Frequent_Weeding,,Medium,uuid:a93fc1c7-c528-441b-bae9-a0c8be9a1b06/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:a93fc1c7-c528-441b-bae9-a0c8be9a1b06/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Striga_Feb_March_2020[1]
Overweeding_Frequent_Weeding,,High,uuid:6ecfec1c-6701-43f4-b761-4edb796ef73d/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:6ecfec1c-6701-43f4-b761-4edb796ef73d/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Striga_Feb_March_2020[1]
Overweeding_Frequent_Weeding,,Medium,uuid:aff99375-c659-4f5f-855c-4802570d8f51/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:aff99375-c659-4f5f-855c-4802570d8f51/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Striga_Feb_March_2020[1]
Overweeding_Frequent_Weeding,,Low,uuid:bbbe67e4-6887-4321-9672-ce6e8db09f81/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:bbbe67e4-6887-4321-9672-ce6e8db09f81/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Striga_Feb_March_2020[1]
Not_Applicable,,Low,uuid:bbbe67e4-6887-4321-9672-ce6e8db09f81/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:bbbe67e4-6887-4321-9672-ce6e8db09f81/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Striga_Feb_March_2020[2]
Overweeding_Frequent_Weeding,,Low,uuid:50f468c9-961c-46bb-9cee-45b0be89d3f6/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2],uuid:50f468c9-961c-46bb-9cee-45b0be89d3f6/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]/strategies_to_control_Striga_Feb_March_2020[1]
Not_Applicable,,Low,uuid:50f468c9-961c-46bb-9cee-45b0be89d3f6/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2],uuid:50f468c9-961c-46bb-9cee-45b0be89d3f6/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]/strategies_to_control_Striga_Feb_March_2020[2]
Overweeding_Frequent_Weeding,,Low,uuid:50f468c9-961c-46bb-9cee-45b0be89d3f6/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[3],uuid:50f468c9-961c-46bb-9cee-45b0be89d3f6/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[3]/strategies_to_control_Striga_Feb_March_2020[1]
Not_Applicable,,Low,uuid:50f468c9-961c-46bb-9cee-45b0be89d3f6/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[3],uuid:50f468c9-961c-46bb-9cee-45b0be89d3f6/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[3]/strategies_to_control_Striga_Feb_March_2020[2]
Overweeding_Frequent_Weeding,,Low,uuid:6a744ca6-83d9-4df7-91f9-77f28ec4a1b0/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2],uuid:6a744ca6-83d9-4df7-91f9-77f28ec4a1b0/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]/strategies_to_control_Striga_Feb_March_2020[1]
Overweeding_Frequent_Weeding,,Medium,uuid:e8527c6e-c7cc-4e97-97b1-27b55e7f7a16/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:e8527c6e-c7cc-4e97-97b1-27b55e7f7a16/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Striga_Feb_March_2020[1]
Overweeding_Frequent_Weeding,,Medium,uuid:e8527c6e-c7cc-4e97-97b1-27b55e7f7a16/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2],uuid:e8527c6e-c7cc-4e97-97b1-27b55e7f7a16/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]/strategies_to_control_Striga_Feb_March_2020[1]
Mechanically_Remove_The_Insect_,,Low,uuid:fb85054d-4557-4ea7-869b-0543a84c544d/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:fb85054d-4557-4ea7-869b-0543a84c544d/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Striga_Feb_March_2020[1]
Overweeding_Frequent_Weeding,,Medium,uuid:fb85054d-4557-4ea7-869b-0543a84c544d/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:fb85054d-4557-4ea7-869b-0543a84c544d/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Striga_Feb_March_2020[2]
Overweeding_Frequent_Weeding,,Medium,uuid:fb85054d-4557-4ea7-869b-0543a84c544d/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2],uuid:fb85054d-4557-4ea7-869b-0543a84c544d/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]/strategies_to_control_Striga_Feb_March_2020[1]
Mechanically_Remove_The_Insect_,,Medium,uuid:fb85054d-4557-4ea7-869b-0543a84c544d/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2],uuid:fb85054d-4557-4ea7-869b-0543a84c544d/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]/strategies_to_control_Striga_Feb_March_2020[2]
Manure_Application,,Medium,uuid:a2ae917f-d30a-49e3-9585-6412e77d8609/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:a2ae917f-d30a-49e3-9585-6412e77d8609/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Striga_Feb_March_2020[1]
Improved_Varieties,,Medium,uuid:a2ae917f-d30a-49e3-9585-6412e77d8609/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:a2ae917f-d30a-49e3-9585-6412e77d8609/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Striga_Feb_March_2020[2]
Push_pull_Technology,,Medium,uuid:a2ae917f-d30a-49e3-9585-6412e77d8609/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:a2ae917f-d30a-49e3-9585-6412e77d8609/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Striga_Feb_March_2020[3]
Push_pull_Technology,,Medium,uuid:a2ae917f-d30a-49e3-9585-6412e77d8609/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2],uuid:a2ae917f-d30a-49e3-9585-6412e77d8609/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]/strategies_to_control_Striga_Feb_March_2020[1]
Overweeding_Frequent_Weeding,,Medium,uuid:a2ae917f-d30a-49e3-9585-6412e77d8609/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2],uuid:a2ae917f-d30a-49e3-9585-6412e77d8609/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]/strategies_to_control_Striga_Feb_March_2020[2]
Overweeding_Frequent_Weeding,,Medium,uuid:e3ac3722-0ecf-402c-a02f-774b1837d753/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2],uuid:e3ac3722-0ecf-402c-a02f-774b1837d753/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]/strategies_to_control_Striga_Feb_March_2020[1]
Crop_Rotation,,Medium,uuid:e3ac3722-0ecf-402c-a02f-774b1837d753/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[3],uuid:e3ac3722-0ecf-402c-a02f-774b1837d753/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[3]/strategies_to_control_Striga_Feb_March_2020[1]
Overweeding_Frequent_Weeding,,Medium,uuid:e3ac3722-0ecf-402c-a02f-774b1837d753/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[3],uuid:e3ac3722-0ecf-402c-a02f-774b1837d753/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[3]/strategies_to_control_Striga_Feb_March_2020[2]
Overweeding_Frequent_Weeding,,High,uuid:3e23f659-08b9-487b-8ccd-12c90ba9dfe5/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:3e23f659-08b9-487b-8ccd-12c90ba9dfe5/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Striga_Feb_March_2020[1]
Overweeding_Frequent_Weeding,,High,uuid:64901c90-40ca-4005-afec-9d419590afe7/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:64901c90-40ca-4005-afec-9d419590afe7/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Striga_Feb_March_2020[1]
Overweeding_Frequent_Weeding,,Low,uuid:28393575-bf0e-485c-adf4-bf64623190eb/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:28393575-bf0e-485c-adf4-bf64623190eb/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Striga_Feb_March_2020[1]
Overweeding_Frequent_Weeding,,Low,uuid:28393575-bf0e-485c-adf4-bf64623190eb/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:28393575-bf0e-485c-adf4-bf64623190eb/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Striga_Feb_March_2020[2]
Overweeding_Frequent_Weeding,,High,uuid:28393575-bf0e-485c-adf4-bf64623190eb/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2],uuid:28393575-bf0e-485c-adf4-bf64623190eb/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]/strategies_to_control_Striga_Feb_March_2020[1]
Overweeding_Frequent_Weeding,,High,uuid:142c0d75-4831-4a26-9d37-21ac828565c4/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:142c0d75-4831-4a26-9d37-21ac828565c4/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Striga_Feb_March_2020[1]
Overweeding_Frequent_Weeding,,High,uuid:41726afc-6d56-4cff-a79a-fc1586ae2342/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:41726afc-6d56-4cff-a79a-fc1586ae2342/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Striga_Feb_March_2020[1]
Uprooting_Infested_Plant_And_Bu,,High,uuid:41726afc-6d56-4cff-a79a-fc1586ae2342/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:41726afc-6d56-4cff-a79a-fc1586ae2342/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Striga_Feb_March_2020[2]
Overweeding_Frequent_Weeding,,Low,uuid:41726afc-6d56-4cff-a79a-fc1586ae2342/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2],uuid:41726afc-6d56-4cff-a79a-fc1586ae2342/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]/strategies_to_control_Striga_Feb_March_2020[1]
Uprooting_Infested_Plant_And_Bu,,Low,uuid:41726afc-6d56-4cff-a79a-fc1586ae2342/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2],uuid:41726afc-6d56-4cff-a79a-fc1586ae2342/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]/strategies_to_control_Striga_Feb_March_2020[2]
Overweeding_Frequent_Weeding,,Medium,uuid:41726afc-6d56-4cff-a79a-fc1586ae2342/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[3],uuid:41726afc-6d56-4cff-a79a-fc1586ae2342/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[3]/strategies_to_control_Striga_Feb_March_2020[1]
Uprooting_Infested_Plant_And_Bu,,Medium,uuid:41726afc-6d56-4cff-a79a-fc1586ae2342/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[3],uuid:41726afc-6d56-4cff-a79a-fc1586ae2342/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[3]/strategies_to_control_Striga_Feb_March_2020[2]
Push_pull_Technology,,High,uuid:2106354c-c65e-4d7a-a6e7-086e8066fde2/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:2106354c-c65e-4d7a-a6e7-086e8066fde2/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Striga_Feb_March_2020[1]
Uprooting_Infested_Plant_And_Bu,,High,uuid:2106354c-c65e-4d7a-a6e7-086e8066fde2/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2],uuid:2106354c-c65e-4d7a-a6e7-086e8066fde2/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]/strategies_to_control_Striga_Feb_March_2020[1]
Uprooting_Infested_Plant_And_Bu,,Low,uuid:2106354c-c65e-4d7a-a6e7-086e8066fde2/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[3],uuid:2106354c-c65e-4d7a-a6e7-086e8066fde2/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[3]/strategies_to_control_Striga_Feb_March_2020[1]
Early_Planting,,Medium,uuid:a0057bf5-96e7-449a-8f49-a7c5d882f4e0/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:a0057bf5-96e7-449a-8f49-a7c5d882f4e0/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Striga_Feb_March_2020[1]
Uprooting_Infested_Plant_And_Bu,,Medium,uuid:a0057bf5-96e7-449a-8f49-a7c5d882f4e0/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:a0057bf5-96e7-449a-8f49-a7c5d882f4e0/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Striga_Feb_March_2020[2]
Early_Planting,,Medium,uuid:a0057bf5-96e7-449a-8f49-a7c5d882f4e0/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2],uuid:a0057bf5-96e7-449a-8f49-a7c5d882f4e0/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]/strategies_to_control_Striga_Feb_March_2020[1]
Overweeding_Frequent_Weeding,,Low,uuid:5ca9fb80-aad8-4737-9cc7-e34c5fe336a7/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:5ca9fb80-aad8-4737-9cc7-e34c5fe336a7/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Striga_Feb_March_2020[1]
Overweeding_Frequent_Weeding,,Low,uuid:5ca9fb80-aad8-4737-9cc7-e34c5fe336a7/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2],uuid:5ca9fb80-aad8-4737-9cc7-e34c5fe336a7/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]/strategies_to_control_Striga_Feb_March_2020[1]
Uprooting_Infested_Plant_And_Bu,,Medium,uuid:fa9b04d1-1cce-4fd3-8abf-8f739e268058/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:fa9b04d1-1cce-4fd3-8abf-8f739e268058/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Striga_Feb_March_2020[1]
Overweeding_Frequent_Weeding,,Medium,uuid:f376dee1-79eb-4178-af15-fb8a0a7ebd33/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:f376dee1-79eb-4178-af15-fb8a0a7ebd33/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Striga_Feb_March_2020[1]
Improved_Varieties,,Medium,uuid:f376dee1-79eb-4178-af15-fb8a0a7ebd33/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:f376dee1-79eb-4178-af15-fb8a0a7ebd33/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Striga_Feb_March_2020[2]
Manure_Application,,High,uuid:f376dee1-79eb-4178-af15-fb8a0a7ebd33/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:f376dee1-79eb-4178-af15-fb8a0a7ebd33/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Striga_Feb_March_2020[3]
Overweeding_Frequent_Weeding,,Medium,uuid:f376dee1-79eb-4178-af15-fb8a0a7ebd33/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2],uuid:f376dee1-79eb-4178-af15-fb8a0a7ebd33/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]/strategies_to_control_Striga_Feb_March_2020[1]
Manure_Application,,Medium,uuid:f376dee1-79eb-4178-af15-fb8a0a7ebd33/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2],uuid:f376dee1-79eb-4178-af15-fb8a0a7ebd33/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]/strategies_to_control_Striga_Feb_March_2020[2]
Crop_Rotation,,Medium,uuid:f376dee1-79eb-4178-af15-fb8a0a7ebd33/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2],uuid:f376dee1-79eb-4178-af15-fb8a0a7ebd33/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]/strategies_to_control_Striga_Feb_March_2020[3]
Overweeding_Frequent_Weeding,,Medium,uuid:8bd1b7ec-6a0b-44b4-a4f4-65dc14a4082c/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:8bd1b7ec-6a0b-44b4-a4f4-65dc14a4082c/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Striga_Feb_March_2020[1]
Crop_Rotation,,High,uuid:8bd1b7ec-6a0b-44b4-a4f4-65dc14a4082c/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:8bd1b7ec-6a0b-44b4-a4f4-65dc14a4082c/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Striga_Feb_March_2020[2]
Early_Planting,,Medium,uuid:8bd1b7ec-6a0b-44b4-a4f4-65dc14a4082c/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:8bd1b7ec-6a0b-44b4-a4f4-65dc14a4082c/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Striga_Feb_March_2020[3]
Crop_Rotation,,Medium,uuid:18c05651-86d7-42ba-a4e2-4be7f7044da0/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:18c05651-86d7-42ba-a4e2-4be7f7044da0/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Striga_Feb_March_2020[1]
Overweeding_Frequent_Weeding,,Medium,uuid:18c05651-86d7-42ba-a4e2-4be7f7044da0/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:18c05651-86d7-42ba-a4e2-4be7f7044da0/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Striga_Feb_March_2020[2]
Manure_Application,,Medium,uuid:18c05651-86d7-42ba-a4e2-4be7f7044da0/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:18c05651-86d7-42ba-a4e2-4be7f7044da0/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Striga_Feb_March_2020[3]
Uprooting_Infested_Plant_And_Bu,,Low,uuid:a0c7510f-9ef5-44a3-a1ea-c9273abeb5dd/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:a0c7510f-9ef5-44a3-a1ea-c9273abeb5dd/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Striga_Feb_March_2020[1]
Overweeding_Frequent_Weeding,,Low,uuid:2f9a95c9-ab41-4177-ac88-693057a73a4b/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:2f9a95c9-ab41-4177-ac88-693057a73a4b/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Striga_Feb_March_2020[1]
Mechanically_Remove_The_Insect_,,Low,uuid:2f9a95c9-ab41-4177-ac88-693057a73a4b/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[3],uuid:2f9a95c9-ab41-4177-ac88-693057a73a4b/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[3]/strategies_to_control_Striga_Feb_March_2020[1]
Overweeding_Frequent_Weeding,,Low,uuid:2f9a95c9-ab41-4177-ac88-693057a73a4b/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[4],uuid:2f9a95c9-ab41-4177-ac88-693057a73a4b/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[4]/strategies_to_control_Striga_Feb_March_2020[1]
Overweeding_Frequent_Weeding,,High,uuid:cb5db43d-0b1c-4a1a-a495-5b13836c53f4/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:cb5db43d-0b1c-4a1a-a495-5b13836c53f4/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Striga_Feb_March_2020[1]
Overweeding_Frequent_Weeding,,High,uuid:cb5db43d-0b1c-4a1a-a495-5b13836c53f4/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2],uuid:cb5db43d-0b1c-4a1a-a495-5b13836c53f4/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]/strategies_to_control_Striga_Feb_March_2020[1]
