strategies_was_used_to_control_Stem-borer_Feb_March_2020,specify_the_pesticide_stem_borer,perception_on_the_effectiveness_in_controlling_Stem-borer_Feb_March_2020,PARENT_KEY,KEY
Ash_pepper,,Low,uuid:e8527c6e-c7cc-4e97-97b1-27b55e7f7a16/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:e8527c6e-c7cc-4e97-97b1-27b55e7f7a16/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Stem-borer_Feb_March_2020[2]
Pesticides_Application,Roket,Medium,uuid:e8527c6e-c7cc-4e97-97b1-27b55e7f7a16/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:e8527c6e-c7cc-4e97-97b1-27b55e7f7a16/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Stem-borer_Feb_March_2020[3]
Pesticides_Application,Roket,Medium,uuid:e8527c6e-c7cc-4e97-97b1-27b55e7f7a16/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2],uuid:e8527c6e-c7cc-4e97-97b1-27b55e7f7a16/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]/strategies_to_control_Stem-borer_Feb_March_2020[1]
Ash_pepper,,Low,uuid:e8527c6e-c7cc-4e97-97b1-27b55e7f7a16/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[3],uuid:e8527c6e-c7cc-4e97-97b1-27b55e7f7a16/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[3]/strategies_to_control_Stem-borer_Feb_March_2020[1]
Ash_pepper,,Medium,uuid:fb85054d-4557-4ea7-869b-0543a84c544d/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:fb85054d-4557-4ea7-869b-0543a84c544d/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Stem-borer_Feb_March_2020[1]
Ash_pepper,,Medium,uuid:fb85054d-4557-4ea7-869b-0543a84c544d/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2],uuid:fb85054d-4557-4ea7-869b-0543a84c544d/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]/strategies_to_control_Stem-borer_Feb_March_2020[1]
Pesticides_Application,Roket,High,uuid:a2ae917f-d30a-49e3-9585-6412e77d8609/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:a2ae917f-d30a-49e3-9585-6412e77d8609/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Stem-borer_Feb_March_2020[1]
Manure_Application,,Medium,uuid:a2ae917f-d30a-49e3-9585-6412e77d8609/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2],uuid:a2ae917f-d30a-49e3-9585-6412e77d8609/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]/strategies_to_control_Stem-borer_Feb_March_2020[1]
Push_pull_Technology,,High,uuid:a2ae917f-d30a-49e3-9585-6412e77d8609/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2],uuid:a2ae917f-d30a-49e3-9585-6412e77d8609/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]/strategies_to_control_Stem-borer_Feb_March_2020[2]
Pesticides_Application,Roket,High,uuid:a2ae917f-d30a-49e3-9585-6412e77d8609/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2],uuid:a2ae917f-d30a-49e3-9585-6412e77d8609/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]/strategies_to_control_Stem-borer_Feb_March_2020[3]
Pesticides_Application,Eminent 5 WDG,High,uuid:9ce59e4a-a05e-4a9d-aeb4-6e38d8c6f657/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:9ce59e4a-a05e-4a9d-aeb4-6e38d8c6f657/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Stem-borer_Feb_March_2020[1]
Pesticides_Application,Abush,High,uuid:1cd0ea53-f376-4a0f-b828-a8a0e19c217b/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:1cd0ea53-f376-4a0f-b828-a8a0e19c217b/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Stem-borer_Feb_March_2020[1]
Ash_pepper,,Medium,uuid:1cd0ea53-f376-4a0f-b828-a8a0e19c217b/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:1cd0ea53-f376-4a0f-b828-a8a0e19c217b/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Stem-borer_Feb_March_2020[2]
Pesticides_Application,Dudu,Medium,uuid:e3ac3722-0ecf-402c-a02f-774b1837d753/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2],uuid:e3ac3722-0ecf-402c-a02f-774b1837d753/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]/strategies_to_control_Stem-borer_Feb_March_2020[1]
Intercropping_With_Legumes,,Medium,uuid:e3ac3722-0ecf-402c-a02f-774b1837d753/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2],uuid:e3ac3722-0ecf-402c-a02f-774b1837d753/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]/strategies_to_control_Stem-borer_Feb_March_2020[2]
Ash_pepper,,Low,uuid:e3ac3722-0ecf-402c-a02f-774b1837d753/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2],uuid:e3ac3722-0ecf-402c-a02f-774b1837d753/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]/strategies_to_control_Stem-borer_Feb_March_2020[3]
Manure_Application,,Medium,uuid:e3ac3722-0ecf-402c-a02f-774b1837d753/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2],uuid:e3ac3722-0ecf-402c-a02f-774b1837d753/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]/strategies_to_control_Stem-borer_Feb_March_2020[4]
Intercropping_With_Legumes,,Medium,uuid:e3ac3722-0ecf-402c-a02f-774b1837d753/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[3],uuid:e3ac3722-0ecf-402c-a02f-774b1837d753/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[3]/strategies_to_control_Stem-borer_Feb_March_2020[1]
Pesticides_Application,Dudu,Medium,uuid:e3ac3722-0ecf-402c-a02f-774b1837d753/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[3],uuid:e3ac3722-0ecf-402c-a02f-774b1837d753/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[3]/strategies_to_control_Stem-borer_Feb_March_2020[2]
Mechanically_Remove_The_Insect_,,Low,uuid:3e23f659-08b9-487b-8ccd-12c90ba9dfe5/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:3e23f659-08b9-487b-8ccd-12c90ba9dfe5/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Stem-borer_Feb_March_2020[1]
Mechanically_Remove_The_Insect_,,Low,uuid:28393575-bf0e-485c-adf4-bf64623190eb/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:28393575-bf0e-485c-adf4-bf64623190eb/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Stem-borer_Feb_March_2020[1]
Mechanically_Remove_The_Insect_,,Low,uuid:142c0d75-4831-4a26-9d37-21ac828565c4/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:142c0d75-4831-4a26-9d37-21ac828565c4/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Stem-borer_Feb_March_2020[1]
Pesticides_Application,Rocket and tufgoe,High,uuid:41726afc-6d56-4cff-a79a-fc1586ae2342/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:41726afc-6d56-4cff-a79a-fc1586ae2342/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Stem-borer_Feb_March_2020[1]
Not_Applicable,,Low,uuid:2106354c-c65e-4d7a-a6e7-086e8066fde2/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:2106354c-c65e-4d7a-a6e7-086e8066fde2/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Stem-borer_Feb_March_2020[1]
Pesticides_Application,Roket,High,uuid:02f03a73-8df1-4a49-9c9a-e53e4b70d646/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:02f03a73-8df1-4a49-9c9a-e53e4b70d646/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Stem-borer_Feb_March_2020[1]
Intercropping_With_Legumes,,Medium,uuid:02f03a73-8df1-4a49-9c9a-e53e4b70d646/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:02f03a73-8df1-4a49-9c9a-e53e4b70d646/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Stem-borer_Feb_March_2020[2]
Ash_pepper,,Low,uuid:02f03a73-8df1-4a49-9c9a-e53e4b70d646/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:02f03a73-8df1-4a49-9c9a-e53e4b70d646/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Stem-borer_Feb_March_2020[3]
Ash_pepper,,High,uuid:194a77a8-f583-452e-9315-d6e1787129af/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:194a77a8-f583-452e-9315-d6e1787129af/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Stem-borer_Feb_March_2020[1]
Manure_Application,,High,uuid:194a77a8-f583-452e-9315-d6e1787129af/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:194a77a8-f583-452e-9315-d6e1787129af/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Stem-borer_Feb_March_2020[2]
Pesticides_Application,Rocket,Medium,uuid:a0057bf5-96e7-449a-8f49-a7c5d882f4e0/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:a0057bf5-96e7-449a-8f49-a7c5d882f4e0/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Stem-borer_Feb_March_2020[1]
Pesticides_Application,Rocket,Medium,uuid:a0057bf5-96e7-449a-8f49-a7c5d882f4e0/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2],uuid:a0057bf5-96e7-449a-8f49-a7c5d882f4e0/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]/strategies_to_control_Stem-borer_Feb_March_2020[1]
Pesticides_Application,Tafuga,High,uuid:5ca9fb80-aad8-4737-9cc7-e34c5fe336a7/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:5ca9fb80-aad8-4737-9cc7-e34c5fe336a7/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Stem-borer_Feb_March_2020[1]
Pesticides_Application,Tafuga,High,uuid:5ca9fb80-aad8-4737-9cc7-e34c5fe336a7/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2],uuid:5ca9fb80-aad8-4737-9cc7-e34c5fe336a7/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]/strategies_to_control_Stem-borer_Feb_March_2020[1]
Pesticides_Application,Roket,High,uuid:f376dee1-79eb-4178-af15-fb8a0a7ebd33/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:f376dee1-79eb-4178-af15-fb8a0a7ebd33/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Stem-borer_Feb_March_2020[1]
Crop_Rotation,,Medium,uuid:f376dee1-79eb-4178-af15-fb8a0a7ebd33/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2],uuid:f376dee1-79eb-4178-af15-fb8a0a7ebd33/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]/strategies_to_control_Stem-borer_Feb_March_2020[1]
Pesticides_Application,Roket,High,uuid:f376dee1-79eb-4178-af15-fb8a0a7ebd33/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2],uuid:f376dee1-79eb-4178-af15-fb8a0a7ebd33/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]/strategies_to_control_Stem-borer_Feb_March_2020[2]
Intercropping_With_Legumes,,Medium,uuid:8bd1b7ec-6a0b-44b4-a4f4-65dc14a4082c/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:8bd1b7ec-6a0b-44b4-a4f4-65dc14a4082c/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Stem-borer_Feb_March_2020[1]
Early_Planting,,Low,uuid:8bd1b7ec-6a0b-44b4-a4f4-65dc14a4082c/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:8bd1b7ec-6a0b-44b4-a4f4-65dc14a4082c/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Stem-borer_Feb_March_2020[2]
Crop_Rotation,,Medium,uuid:18c05651-86d7-42ba-a4e2-4be7f7044da0/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:18c05651-86d7-42ba-a4e2-4be7f7044da0/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Stem-borer_Feb_March_2020[1]
Intercropping_With_Other_Crops,,Low,uuid:18c05651-86d7-42ba-a4e2-4be7f7044da0/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:18c05651-86d7-42ba-a4e2-4be7f7044da0/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Stem-borer_Feb_March_2020[2]
Ash_pepper,,Low,uuid:18c05651-86d7-42ba-a4e2-4be7f7044da0/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:18c05651-86d7-42ba-a4e2-4be7f7044da0/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Stem-borer_Feb_March_2020[3]
Uprooting_Infested_Plant_And_Bu,,Low,uuid:18c05651-86d7-42ba-a4e2-4be7f7044da0/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:18c05651-86d7-42ba-a4e2-4be7f7044da0/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Stem-borer_Feb_March_2020[4]
Mechanically_Remove_The_Insect_,,Low,uuid:a0c7510f-9ef5-44a3-a1ea-c9273abeb5dd/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:a0c7510f-9ef5-44a3-a1ea-c9273abeb5dd/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Stem-borer_Feb_March_2020[1]
Mechanically_Remove_The_Insect_,,Low,uuid:a0c7510f-9ef5-44a3-a1ea-c9273abeb5dd/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[3],uuid:a0c7510f-9ef5-44a3-a1ea-c9273abeb5dd/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[3]/strategies_to_control_Stem-borer_Feb_March_2020[1]
Mechanically_Remove_The_Insect_,,Low,uuid:2f9a95c9-ab41-4177-ac88-693057a73a4b/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:2f9a95c9-ab41-4177-ac88-693057a73a4b/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Stem-borer_Feb_March_2020[1]
Overweeding_Frequent_Weeding,,Low,uuid:2f9a95c9-ab41-4177-ac88-693057a73a4b/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[3],uuid:2f9a95c9-ab41-4177-ac88-693057a73a4b/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[3]/strategies_to_control_Stem-borer_Feb_March_2020[1]
Mechanically_Remove_The_Insect_,,Low,uuid:2f9a95c9-ab41-4177-ac88-693057a73a4b/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[4],uuid:2f9a95c9-ab41-4177-ac88-693057a73a4b/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[4]/strategies_to_control_Stem-borer_Feb_March_2020[1]
Mechanically_Remove_The_Insect_,,High,uuid:cb5db43d-0b1c-4a1a-a495-5b13836c53f4/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:cb5db43d-0b1c-4a1a-a495-5b13836c53f4/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Stem-borer_Feb_March_2020[1]
Mechanically_Remove_The_Insect_,,Low,uuid:a73e6b01-8aa8-4ff5-8c75-b2a7528a25e7/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:a73e6b01-8aa8-4ff5-8c75-b2a7528a25e7/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Stem-borer_Feb_March_2020[1]
Pesticides_Application,Don't know,Low,uuid:28b02719-2f65-4dd7-a437-fbc63fe972e6/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2],uuid:28b02719-2f65-4dd7-a437-fbc63fe972e6/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]/strategies_to_control_Stem-borer_Feb_March_2020[1]
Mechanically_Remove_The_Insect_,,Low,uuid:9ffc3094-6b94-4312-84ba-87d886d0b382/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:9ffc3094-6b94-4312-84ba-87d886d0b382/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Stem-borer_Feb_March_2020[1]
Ash_pepper,,Low,uuid:c22c613d-f39c-4f02-a6da-bdca53917c53/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:c22c613d-f39c-4f02-a6da-bdca53917c53/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Stem-borer_Feb_March_2020[1]
Mechanically_Remove_The_Insect_,,Low,uuid:ae010d79-e722-4214-ae9c-c2e7fa6da286/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2],uuid:ae010d79-e722-4214-ae9c-c2e7fa6da286/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]/strategies_to_control_Stem-borer_Feb_March_2020[1]
Mechanically_Remove_The_Insect_,,Low,uuid:ae010d79-e722-4214-ae9c-c2e7fa6da286/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[3],uuid:ae010d79-e722-4214-ae9c-c2e7fa6da286/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[3]/strategies_to_control_Stem-borer_Feb_March_2020[1]
Mechanically_Remove_The_Insect_,,Low,uuid:ae010d79-e722-4214-ae9c-c2e7fa6da286/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[4],uuid:ae010d79-e722-4214-ae9c-c2e7fa6da286/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[4]/strategies_to_control_Stem-borer_Feb_March_2020[1]
Mechanically_Remove_The_Insect_,,Low,uuid:4e4df2d5-6810-4e39-b9bb-9433acbf668f/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2],uuid:4e4df2d5-6810-4e39-b9bb-9433acbf668f/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]/strategies_to_control_Stem-borer_Feb_March_2020[1]
Mechanically_Remove_The_Insect_,,Low,uuid:0f79ab75-ab9d-4266-90e0-0c9746411ce8/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:0f79ab75-ab9d-4266-90e0-0c9746411ce8/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Stem-borer_Feb_March_2020[1]
Mechanically_Remove_The_Insect_,,Low,uuid:63546d75-e509-4a04-9b86-d7117ee1d0c6/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:63546d75-e509-4a04-9b86-d7117ee1d0c6/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Stem-borer_Feb_March_2020[1]
Mechanically_Remove_The_Insect_,,Low,uuid:63546d75-e509-4a04-9b86-d7117ee1d0c6/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2],uuid:63546d75-e509-4a04-9b86-d7117ee1d0c6/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]/strategies_to_control_Stem-borer_Feb_March_2020[1]
Pesticides_Application,Rocket,High,uuid:33785fb0-7605-4b9d-9f5c-15c9c2d38c13/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:33785fb0-7605-4b9d-9f5c-15c9c2d38c13/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Stem-borer_Feb_March_2020[1]
Mechanically_Remove_The_Insect_,,Low,uuid:330eb74e-81da-427d-b573-a349929db347/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:330eb74e-81da-427d-b573-a349929db347/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Stem-borer_Feb_March_2020[1]
Ash_pepper,,Low,uuid:e4242d08-052f-42dd-b293-046d58a09df3/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:e4242d08-052f-42dd-b293-046d58a09df3/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Stem-borer_Feb_March_2020[1]
Pesticides_Application,Lambdex 50EC,High,uuid:c49e80d4-dbaf-47fa-b8be-3a8024e0f5a3/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:c49e80d4-dbaf-47fa-b8be-3a8024e0f5a3/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Stem-borer_Feb_March_2020[1]
Mechanically_Remove_The_Insect_,,Medium,uuid:7aad379b-d2e6-42ae-956b-33e6ff246d90/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:7aad379b-d2e6-42ae-956b-33e6ff246d90/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Stem-borer_Feb_March_2020[1]
Mechanically_Remove_The_Insect_,,Low,uuid:a51e93fb-f944-46a6-aeb6-05650558eaae/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2],uuid:a51e93fb-f944-46a6-aeb6-05650558eaae/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]/strategies_to_control_Stem-borer_Feb_March_2020[1]
Mechanically_Remove_The_Insect_,,Low,uuid:a51e93fb-f944-46a6-aeb6-05650558eaae/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[3],uuid:a51e93fb-f944-46a6-aeb6-05650558eaae/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[3]/strategies_to_control_Stem-borer_Feb_March_2020[1]
Mechanically_Remove_The_Insect_,,Low,uuid:0c9cb42b-1256-4d13-b033-d1a66feeec8c/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:0c9cb42b-1256-4d13-b033-d1a66feeec8c/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Stem-borer_Feb_March_2020[1]
Mechanically_Remove_The_Insect_,,Low,uuid:0c9cb42b-1256-4d13-b033-d1a66feeec8c/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2],uuid:0c9cb42b-1256-4d13-b033-d1a66feeec8c/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]/strategies_to_control_Stem-borer_Feb_March_2020[1]
Mechanically_Remove_The_Insect_,,Low,uuid:6283e625-98f2-45e6-a7e8-764b970aa1ec/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:6283e625-98f2-45e6-a7e8-764b970aa1ec/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Stem-borer_Feb_March_2020[1]
Not_Applicable,,Low,uuid:a4e45acb-0979-4c25-8827-98d123954071/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:a4e45acb-0979-4c25-8827-98d123954071/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Stem-borer_Feb_March_2020[1]
Mechanically_Remove_The_Insect_,,Low,uuid:6ffe94e2-0cba-466e-b903-4a85a84ef064/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:6ffe94e2-0cba-466e-b903-4a85a84ef064/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Stem-borer_Feb_March_2020[1]
Pesticides_Application,Rocket,Medium,uuid:472975f4-4795-4eea-a6b4-4e9781e3be1d/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:472975f4-4795-4eea-a6b4-4e9781e3be1d/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Stem-borer_Feb_March_2020[1]
Pesticides_Application,Cyperish 5e,Medium,uuid:6eee0e24-ef75-4faa-8514-9b3083e5460b/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:6eee0e24-ef75-4faa-8514-9b3083e5460b/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Stem-borer_Feb_March_2020[1]
Pesticides_Application,I dont know the name,Medium,uuid:2851c99b-41cd-4eb7-8d1c-fcf163eea943/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:2851c99b-41cd-4eb7-8d1c-fcf163eea943/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Stem-borer_Feb_March_2020[1]
Not_Applicable,,,uuid:e397a1cc-4ab7-406f-92d6-facf1079d070/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:e397a1cc-4ab7-406f-92d6-facf1079d070/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Stem-borer_Feb_March_2020[1]
Ash_pepper,,Low,uuid:896e6cc5-a3bd-4e86-8834-b65a68bd8240/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[4],uuid:896e6cc5-a3bd-4e86-8834-b65a68bd8240/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[4]/strategies_to_control_Stem-borer_Feb_March_2020[1]
Manure_Application,,Low,uuid:896e6cc5-a3bd-4e86-8834-b65a68bd8240/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[4],uuid:896e6cc5-a3bd-4e86-8834-b65a68bd8240/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[4]/strategies_to_control_Stem-borer_Feb_March_2020[2]
Improved_Varieties,,Medium,uuid:896e6cc5-a3bd-4e86-8834-b65a68bd8240/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[4],uuid:896e6cc5-a3bd-4e86-8834-b65a68bd8240/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[4]/strategies_to_control_Stem-borer_Feb_March_2020[3]
