plot_id_Aug_Sept_2020,plot_location_name_Aug_Sept_2020,main_crop_on_this_plot_Aug_Sept_2020,plot_area_acres_Aug_Sept_2020,plot_tenure_Aug_Sept_2020,plot_tenure_other_Aug_Sept_2020,who_in_the_household_makes_decision__Aug_Sept_2020,how_fertile_is_the_soil_of_this_plot_Aug_Sept_2020,what_is_surrounding_this_plot_Aug_Sept_2020,what_is_surrounding_this_plot_other_Aug_Sept_2020,is_intercropping_on_this_plot_Aug_Sept_2020,is_push_pull_technology_on_this_plot_Aug_Sept_2020,is_plot_irrigated_Aug_Sept_2020,has_this_plot_received_fertilizer_Aug_Sept_2020,has_this_plot_received_insecticide_Aug_Sept_2020,has_this_plot_received_herbicide_Aug_Sept_2020,total_production_harvested_dry_Aug_Sept_2020,did_crop_suffer_from_FAW_Aug_Sept_2020,percentage_of_production_lost_due_to_FAW_Aug_Sept_2020,did_crop_suffer_from_Stem-borer_Aug_Sept_2020,percentage_of_production_lost_due_to_Stem-borer_Aug_Sept_2020,did_crop_suffer_from_Striga_Aug_Sept_2020,percentage_of_production_lost_due_to_Striga_Aug_Sept_2020,did_crop_suffer_from_tuta_Absoluta_Aug_Sept_2020,percentage_of_production_lost_due_to_tuta_Absoluta_Aug_Sept_2020,PARENT_KEY,KEY
5,Nyanya,Tomato,1.25,Rented_shared_in,,Head_,Good,Farmeland,,No,,Yes,Yes,Yes,No,2340.0,,,,,,,Yes,0.7,uuid:54729e38-076c-452b-9e7d-12d509dcf84b,uuid:54729e38-076c-452b-9e7d-12d509dcf84b/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[2]
3,Home,Maize,1.0,Owned,,Head_and_spouse_jointly,Low,Settlement,,Yes,No,No,No,No,No,150.0,Yes,20.0,Yes,10.0,Yes,15.0,,,uuid:bd68435f-87fa-4ae4-867c-4d04276cc6c7,uuid:bd68435f-87fa-4ae4-867c-4d04276cc6c7/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]
1,Itale,Maize,0.5,Owned,,Spouse,Good,Farmeland,,No,No,No,No,No,No,400.0,Yes,30.0,Yes,10.0,Yes,5.0,,,uuid:96d8d923-2fa6-45c7-ad34-daa5a92057c7,uuid:96d8d923-2fa6-45c7-ad34-daa5a92057c7/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]
1,Budero,Maize,0.25,Rented_shared_in,,Spouse,Medium,Farmeland,,No,No,No,No,No,No,150.0,Yes,35.0,Yes,2.0,No,,,,uuid:34d636da-763f-4455-86c4-5b14d06904d7,uuid:34d636da-763f-4455-86c4-5b14d06904d7/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]
2,Kibali,Tomato,0.5,Rented_shared_in,,Head_spouse_and_other_household,Good,Farmeland,,No,,No,Yes,Yes,No,65.0,,,,,,,Yes,50.0,uuid:34d636da-763f-4455-86c4-5b14d06904d7,uuid:34d636da-763f-4455-86c4-5b14d06904d7/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[2]
1,Kasodo,Maize,1.5,Rented_shared_in,,Head_spouse_and_other_household,Medium,Farmeland,,Yes,No,No,No,No,No,80.0,Yes,30.0,Yes,5.0,Yes,40.0,,,uuid:3cc2a0e0-7d55-455d-b46d-c3d5be5a7e73,uuid:3cc2a0e0-7d55-455d-b46d-c3d5be5a7e73/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]
1,Bukasa,Maize,1.5,Owned,,Head_,Good,Farmeland,,Yes,No,No,No,Yes,No,250.0,Yes,40.0,Yes,5.0,Yes,20.0,,,uuid:423ef76e-4803-4832-af87-de38e6d97a0d,uuid:423ef76e-4803-4832-af87-de38e6d97a0d/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]
1,Mukigoola,Maize,1.0,Owned,,Head_,Medium,Farmeland,,Yes,No,No,No,Yes,No,150.0,Yes,50.0,Yes,5.0,Yes,25.0,,,uuid:3507a620-cdac-49db-b02a-badd0c7b399e,uuid:3507a620-cdac-49db-b02a-badd0c7b399e/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]
1,Wa muzei wayisaka,Maize,0.5,Rented_shared_in,,Head_spouse_and_other_household,Medium,Farmeland,,No,No,No,Yes,Yes,No,150.0,Yes,5.0,Yes,1.0,Yes,2.0,,,uuid:a2aa4c0a-6cc2-43f7-972c-86f30290d013,uuid:a2aa4c0a-6cc2-43f7-972c-86f30290d013/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]
3,Wa muzei Nabongo,Maize,1.0,Rented_shared_in,,Head_spouse_and_other_household,Good,Farmeland,,No,No,No,No,Yes,No,350.0,Yes,3.0,Yes,5.0,No,,,,uuid:a2aa4c0a-6cc2-43f7-972c-86f30290d013,uuid:a2aa4c0a-6cc2-43f7-972c-86f30290d013/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[2]
4,Home,Tomato,0.125,Owned,,Spouse,Low,Settlement,,No,,No,No,No,No,20.0,,,,,,,Yes,60.0,uuid:a2aa4c0a-6cc2-43f7-972c-86f30290d013,uuid:a2aa4c0a-6cc2-43f7-972c-86f30290d013/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[3]
1,Mulugoola,Maize,2.0,Owned,,Head_,Low,Farmeland,,Yes,No,No,No,Yes,No,250.0,Yes,20.0,Yes,15.0,Yes,55.0,,,uuid:f799df60-6764-4553-b417-994da0ce80a0,uuid:f799df60-6764-4553-b417-994da0ce80a0/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]
2,Muluukyanga,Maize,1.0,Rented_shared_in,,Head_,Low,Farmeland,,Yes,No,No,No,Yes,No,100.0,Yes,15.0,No,,Yes,5.0,,,uuid:f799df60-6764-4553-b417-994da0ce80a0,uuid:f799df60-6764-4553-b417-994da0ce80a0/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[2]
3,Muluukyanga,Tomato,0.25,Rented_shared_in,,Head_,Medium,Farmeland,,No,,Yes,Yes,Yes,No,85.0,,,,,,,Yes,10.0,uuid:f799df60-6764-4553-b417-994da0ce80a0,uuid:f799df60-6764-4553-b417-994da0ce80a0/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[3]
2,Budeelo kibali,Maize,0.75,Rented_shared_in,,Head_,Low,Farmeland,,Yes,No,No,No,No,No,80.0,Yes,20.0,No,,Yes,60.0,,,uuid:c7297361-85cf-4cf4-8416-344899beca71,uuid:c7297361-85cf-4cf4-8416-344899beca71/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]
1,Itale,Maize,1.5,Rented_shared_in,,Head_,Low,Farmeland,,No,No,No,No,No,No,450.0,Yes,10.0,Yes,2.0,Yes,10.0,,,uuid:3806c404-49ee-4ea5-af32-6838eed8c5ea,uuid:3806c404-49ee-4ea5-af32-6838eed8c5ea/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]
3,Center,Tomato,0.5,Owned,,Head_,Medium,Forest,,No,,No,Yes,Yes,No,150.0,,,,,,,No,,uuid:3806c404-49ee-4ea5-af32-6838eed8c5ea,uuid:3806c404-49ee-4ea5-af32-6838eed8c5ea/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[2]
4,Itale,Tomato,0.25,Rented_shared_in,,Spouse,Medium,Farmeland,,No,,No,Yes,Yes,No,200.0,,,,,,,Yes,15.0,uuid:3806c404-49ee-4ea5-af32-6838eed8c5ea,uuid:3806c404-49ee-4ea5-af32-6838eed8c5ea/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[3]
2,Mukigola,Maize,0.5,Owned,,Head_and_spouse_jointly,Medium,Farmeland,,Yes,No,No,No,Yes,No,100.0,Yes,50.0,No,,Yes,10.0,,,uuid:56d72e10-506c-4f35-9041-15c8b1bc1d7b,uuid:56d72e10-506c-4f35-9041-15c8b1bc1d7b/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]
3,Kibali,Tomato,0.125,Owned,,Head_and_spouse_jointly,Medium,Farmeland,,No,,No,No,Yes,No,60.0,,,,,,,Yes,10.0,uuid:56d72e10-506c-4f35-9041-15c8b1bc1d7b,uuid:56d72e10-506c-4f35-9041-15c8b1bc1d7b/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[2]
1,Gadumire,Maize,1.0,Owned,,Head_and_spouse_jointly,Medium,Farmeland,,Yes,No,No,No,No,No,200.0,Yes,50.0,Yes,3.0,Yes,5.0,,,uuid:8ea3c974-2773-4887-b876-67a06afe9ad0,uuid:8ea3c974-2773-4887-b876-67a06afe9ad0/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]
3,Kamango,Maize,0.25,Owned,,Head_and_spouse_jointly,Good,Farmeland,,No,No,No,Yes,Yes,No,150.0,Yes,70.0,Yes,30.0,No,,,,uuid:e6805d24-ed14-4724-a2ea-b94dddaaf315,uuid:e6805d24-ed14-4724-a2ea-b94dddaaf315/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]
1,Kavuule,Maize,0.5,Owned,,Head_,Medium,Farmeland,,Yes,No,No,No,Yes,No,400.0,Yes,30.0,No,,Yes,10.0,,,uuid:b76607e5-167a-4bc2-b162-c92fbd835b73,uuid:b76607e5-167a-4bc2-b162-c92fbd835b73/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]
1,Wamaga,Maize,1.5,Owned,,Head_,Medium,Farmeland,,Yes,No,No,No,No,No,350.0,Yes,20.0,Yes,7.0,Yes,40.0,,,uuid:e98894f1-3d48-4609-9099-c1dab11f0729,uuid:e98894f1-3d48-4609-9099-c1dab11f0729/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]
2,Waka,Tomato,0.1,Owned,,Spouse,Medium,Farmeland,,No,,Yes,No,Yes,No,60.0,,,,,,,Yes,1.0,uuid:e98894f1-3d48-4609-9099-c1dab11f0729,uuid:e98894f1-3d48-4609-9099-c1dab11f0729/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[2]
1,Manga,Maize,1.0,Owned,,Spouse,Low,Farmeland,,Yes,No,No,No,No,No,50.0,Yes,10.0,No,,Yes,60.0,,,uuid:fc736717-778a-49ba-8585-51c9aa4f6e6b,uuid:fc736717-778a-49ba-8585-51c9aa4f6e6b/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]
1,Kibali,Maize,1.0,Owned,,Head_,Good,Farmeland,,Yes,No,No,No,Yes,No,400.0,Yes,15.0,Yes,3.0,Yes,10.0,,,uuid:c2b9c147-bc78-407a-a3ec-9f8a53778b15,uuid:c2b9c147-bc78-407a-a3ec-9f8a53778b15/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]
2,Kibali,Tomato,0.25,Owned,,Head_spouse_and_other_household,Good,Farmeland,,No,,No,Yes,Yes,No,40.0,,,,,,,No,,uuid:c2b9c147-bc78-407a-a3ec-9f8a53778b15,uuid:c2b9c147-bc78-407a-a3ec-9f8a53778b15/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[2]
3,Kibali,Maize,0.5,Owned,,Head_,Good,Farmeland,,Yes,No,No,No,No,No,100.0,Yes,10.0,Yes,2.0,No,,,,uuid:a364b4b1-a577-4607-bdec-8e0eacced241,uuid:a364b4b1-a577-4607-bdec-8e0eacced241/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]
1,Nakabale,Maize,1.0,Owned,,Head_spouse_and_other_household,Medium,Farmeland,,Yes,No,No,No,No,No,120.0,No,,No,,Yes,2.0,,,uuid:6ecfec1c-6701-43f4-b761-4edb796ef73d,uuid:6ecfec1c-6701-43f4-b761-4edb796ef73d/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]
3,Home,Tomato,0.25,Owned,,Spouse,Good,Farmeland,,No,,No,Yes,Yes,No,70.0,,,,,,,Yes,10.0,uuid:6ecfec1c-6701-43f4-b761-4edb796ef73d,uuid:6ecfec1c-6701-43f4-b761-4edb796ef73d/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[2]
2,Home,Tomato,0.0625,Owned,,Spouse,Good,Farmeland,,No,,No,No,No,No,15.0,,,,,,,No,,uuid:aff99375-c659-4f5f-855c-4802570d8f51,uuid:aff99375-c659-4f5f-855c-4802570d8f51/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]
1,Kibali,Maize,1.0,Owned,,Head_,Good,Farmeland,,Yes,No,No,No,No,No,40.0,No,,No,,No,,,,uuid:d009f9b4-ea45-45a2-afe0-0610584c9ade,uuid:d009f9b4-ea45-45a2-afe0-0610584c9ade/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]
1,Home,Tomato,0.25,Owned,,Spouse,Medium,Farmeland,,No,,Yes,Yes,Yes,No,45.0,,,,,,,Yes,20.0,uuid:6a744ca6-83d9-4df7-91f9-77f28ec4a1b0,uuid:6a744ca6-83d9-4df7-91f9-77f28ec4a1b0/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]
2,Namwansekese,Maize,2.0,Rented_shared_in,,Head_and_spouse_jointly,Medium,other,Neighbour's crops ,Yes,No,No,Yes,Yes,No,300.0,Yes,30.0,Yes,5.0,Yes,25.0,,,uuid:6a744ca6-83d9-4df7-91f9-77f28ec4a1b0,uuid:6a744ca6-83d9-4df7-91f9-77f28ec4a1b0/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[2]
1,Kunayikonto,Maize,0.5,Owned,,Head_,Low,other,Borehole,Yes,No,No,No,No,No,50.0,Yes,5.2,Yes,3.2,No,,,,uuid:70a8cb2c-691a-448c-8676-eae4e3c8e20a,uuid:70a8cb2c-691a-448c-8676-eae4e3c8e20a/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]
1,Kyewa,Maize,1.0,Owned,,Head_,Medium,Farmeland,,Yes,No,No,Yes,Yes,No,200.0,Yes,8.0,No,,Yes,15.0,,,uuid:ef1a949c-e26b-47c8-bc1d-d643d28a0aed,uuid:ef1a949c-e26b-47c8-bc1d-d643d28a0aed/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]
2,Kyewa 2,Tomato,0.5,Owned,,Head_,Medium,Farmeland,,No,,Yes,Yes,Yes,No,1200.0,,,,,,,Yes,12.0,uuid:ef1a949c-e26b-47c8-bc1d-d643d28a0aed,uuid:ef1a949c-e26b-47c8-bc1d-d643d28a0aed/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[2]
1,Home,Maize,0.5,Rented_shared_in,,Spouse,Medium,Farmeland,,Yes,No,No,No,No,No,45.0,Yes,14.0,Yes,17.0,No,,,,uuid:fb85054d-4557-4ea7-869b-0543a84c544d,uuid:fb85054d-4557-4ea7-869b-0543a84c544d/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]
2,Sironko,Maize,2.0,Owned,,Spouse,Medium,Settlement,,Yes,No,No,No,No,No,200.0,Yes,7.0,Yes,8.5,Yes,19.0,,,uuid:fb85054d-4557-4ea7-869b-0543a84c544d,uuid:fb85054d-4557-4ea7-869b-0543a84c544d/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[2]
4,Kumuga,Tomato,0.5,Owned,,Spouse,Medium,Farmeland,,No,,Yes,No,Yes,No,290.0,,,,,,,Yes,4.0,uuid:a2ae917f-d30a-49e3-9585-6412e77d8609,uuid:a2ae917f-d30a-49e3-9585-6412e77d8609/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]
5,Home,Maize,2.5,Owned,,Spouse,Low,Settlement,,No,Yes,No,No,Yes,No,200.0,Yes,2.2,Yes,1.3,No,,,,uuid:a2ae917f-d30a-49e3-9585-6412e77d8609,uuid:a2ae917f-d30a-49e3-9585-6412e77d8609/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[2]
6,Home 2,Maize,1.5,Owned,,Spouse,Low,Settlement,,No,Yes,No,No,Yes,No,4.5,Yes,2.3,Yes,1.8,Yes,1.1,,,uuid:a2ae917f-d30a-49e3-9585-6412e77d8609,uuid:a2ae917f-d30a-49e3-9585-6412e77d8609/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[3]
1,Walimba,Maize,0.5,Owned,,Head_,Medium,Farmeland,,Yes,No,No,No,Yes,No,100.0,Yes,0.5,Yes,0.1,No,,,,uuid:9ce59e4a-a05e-4a9d-aeb4-6e38d8c6f657,uuid:9ce59e4a-a05e-4a9d-aeb4-6e38d8c6f657/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]
2,Kumutala,Tomato,0.25,Owned,,Head_and_spouse_jointly,Medium,Farmeland,,No,,Yes,Yes,Yes,No,120.0,,,,,,,Yes,1.95,uuid:e3ac3722-0ecf-402c-a02f-774b1837d753,uuid:e3ac3722-0ecf-402c-a02f-774b1837d753/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]
2,Kutale,Maize,1.0,Owned,,Head_and_spouse_jointly,Medium,Farmeland,,Yes,No,No,No,Yes,No,400.0,Yes,2.1,No,,Yes,3.14,,,uuid:e3ac3722-0ecf-402c-a02f-774b1837d753,uuid:e3ac3722-0ecf-402c-a02f-774b1837d753/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[2]
3,1,Maize,1.0,Owned,,Head_and_spouse_jointly,Medium,Farmeland,,Yes,No,No,No,Yes,No,500.0,Yes,1.6,Yes,1.2,Yes,1.82,,,uuid:e3ac3722-0ecf-402c-a02f-774b1837d753,uuid:e3ac3722-0ecf-402c-a02f-774b1837d753/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[3]
1,Maize,Maize,2.0,Owned,,Head_,Medium,Farmeland,,No,No,No,No,No,No,750.0,Yes,1.0,Yes,0.03,Yes,10.0,,,uuid:3e23f659-08b9-487b-8ccd-12c90ba9dfe5,uuid:3e23f659-08b9-487b-8ccd-12c90ba9dfe5/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]
2,Tomatoes,Tomato,0.5,Owned,,Head_,Medium,Farmeland,,No,,No,No,Yes,No,400.0,,,,,,,Yes,0.5,uuid:3e23f659-08b9-487b-8ccd-12c90ba9dfe5,uuid:3e23f659-08b9-487b-8ccd-12c90ba9dfe5/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[2]
3,Kasoli,Maize,1.0,Owned,,Head_,Medium,Farmeland,,Yes,No,No,Yes,Yes,No,900.0,Yes,0.01,Yes,0.07,Yes,0.01,,,uuid:64901c90-40ca-4005-afec-9d419590afe7,uuid:64901c90-40ca-4005-afec-9d419590afe7/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]
4,Nyanya,Tomato,0.5,Owned,,Head_,Good,Farmeland,,No,,Yes,Yes,Yes,No,200.0,,,,,,,No,,uuid:64901c90-40ca-4005-afec-9d419590afe7,uuid:64901c90-40ca-4005-afec-9d419590afe7/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[2]
1,Maize A,Maize,2.0,Owned,,Head_,Medium,Farmeland,,Yes,No,No,No,Yes,No,1000.0,Yes,0.5,No,,Yes,3.0,,,uuid:28393575-bf0e-485c-adf4-bf64623190eb,uuid:28393575-bf0e-485c-adf4-bf64623190eb/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]
1,Isita,Maize,1.0,Owned,,Head_,Low,Farmeland,,Yes,No,No,No,No,No,400.0,Yes,5.0,Yes,0.09,Yes,15.0,,,uuid:142c0d75-4831-4a26-9d37-21ac828565c4,uuid:142c0d75-4831-4a26-9d37-21ac828565c4/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]
4,Nyanya,Tomato,0.25,Owned,,Head_,Low,Farmeland,,No,,Yes,Yes,Yes,No,60.0,,,,,,,Yes,10.0,uuid:142c0d75-4831-4a26-9d37-21ac828565c4,uuid:142c0d75-4831-4a26-9d37-21ac828565c4/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[2]
1,Maize A,Maize,1.0,Rented_shared_in,,Head_,Good,Settlement,,Yes,No,No,No,No,No,180.0,Yes,5.0,Yes,1.0,Yes,15.0,,,uuid:41726afc-6d56-4cff-a79a-fc1586ae2342,uuid:41726afc-6d56-4cff-a79a-fc1586ae2342/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]
2,Maize B,Maize,1.0,Rented_shared_in,,Head_,Medium,Settlement,,Yes,No,No,No,No,No,50.0,Yes,15.0,Yes,3.0,Yes,20.0,,,uuid:41726afc-6d56-4cff-a79a-fc1586ae2342,uuid:41726afc-6d56-4cff-a79a-fc1586ae2342/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[2]
5,Kasoli,Maize,1.0,Owned,,Head_,Good,Farmeland,,Yes,No,No,No,Yes,No,600.0,Yes,0.5,No,,Yes,5.0,,,uuid:41726afc-6d56-4cff-a79a-fc1586ae2342,uuid:41726afc-6d56-4cff-a79a-fc1586ae2342/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[3]
6,Nyanya,Tomato,0.5,Owned,,Head_,Low,other,Swamp,No,,No,Yes,Yes,No,60.0,,,,,,,Yes,0.1,uuid:41726afc-6d56-4cff-a79a-fc1586ae2342,uuid:41726afc-6d56-4cff-a79a-fc1586ae2342/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[4]
1,Home,Maize,0.1667,Owned,,Spouse,Medium,Farmeland,,No,Yes,No,No,Yes,No,25.0,Yes,5.0,No,,No,,,,uuid:2106354c-c65e-4d7a-a6e7-086e8066fde2,uuid:2106354c-c65e-4d7a-a6e7-086e8066fde2/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]
4,Waka,Maize,0.1667,Owned,,Spouse,Medium,Farmeland,,No,Yes,No,No,No,No,30.0,No,,No,,No,,,,uuid:2106354c-c65e-4d7a-a6e7-086e8066fde2,uuid:2106354c-c65e-4d7a-a6e7-086e8066fde2/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[2]
3,Itale,Maize,0.1667,Owned,,Spouse,Medium,Farmeland,,No,Yes,No,No,No,No,45.0,Yes,10.0,Yes,1.0,Yes,2.0,,,uuid:2106354c-c65e-4d7a-a6e7-086e8066fde2,uuid:2106354c-c65e-4d7a-a6e7-086e8066fde2/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[3]
5,Waka,Tomato,0.25,Owned,,Spouse,Medium,Farmeland,,No,,No,No,Yes,No,350.0,,,,,,,No,,uuid:2106354c-c65e-4d7a-a6e7-086e8066fde2,uuid:2106354c-c65e-4d7a-a6e7-086e8066fde2/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[4]
1,Wampewo lower,Maize,1.0,Owned,,Head_,Medium,Farmeland,,Yes,No,No,Yes,Yes,No,250.0,Yes,5.0,Yes,3.9,No,,,,uuid:02f03a73-8df1-4a49-9c9a-e53e4b70d646,uuid:02f03a73-8df1-4a49-9c9a-e53e4b70d646/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]
2,Waka,Tomato,0.25,Owned,,Head_,Medium,Forest,,No,,Yes,Yes,Yes,No,900.0,,,,,,,Yes,14.0,uuid:02f03a73-8df1-4a49-9c9a-e53e4b70d646,uuid:02f03a73-8df1-4a49-9c9a-e53e4b70d646/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[2]
1,Lukyanga,Maize,2.0,Owned,,Spouse,Low,Farmeland,,No,No,No,Yes,Yes,No,250.0,Yes,8.0,Yes,0.3,Yes,5.0,,,uuid:a0057bf5-96e7-449a-8f49-a7c5d882f4e0,uuid:a0057bf5-96e7-449a-8f49-a7c5d882f4e0/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]
2,Mutaala,Maize,1.0,Owned,,Spouse,Medium,Farmeland,,No,No,No,Yes,Yes,No,300.0,Yes,10.0,Yes,0.5,Yes,7.0,,,uuid:a0057bf5-96e7-449a-8f49-a7c5d882f4e0,uuid:a0057bf5-96e7-449a-8f49-a7c5d882f4e0/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[2]
0,0,Maize,0.0,Owned,,Head_,Good,Bush,,Yes,Yes,Yes,Yes,Yes,Yes,0.0,,,,,,,,,uuid:a0057bf5-96e7-449a-8f49-a7c5d882f4e0,uuid:a0057bf5-96e7-449a-8f49-a7c5d882f4e0/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[3]
1,Mutala own1,Maize,1.0,Owned,,Head_,Low,Farmeland,,No,No,No,No,Yes,No,250.0,Yes,0.0,Yes,0.0,Yes,60.0,,,uuid:5ca9fb80-aad8-4737-9cc7-e34c5fe336a7,uuid:5ca9fb80-aad8-4737-9cc7-e34c5fe336a7/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]
1,Mutala own2,Tomato,1.0,Owned,,Head_,Low,Farmeland,,No,,No,No,Yes,No,600.0,,,,,,,No,,uuid:5ca9fb80-aad8-4737-9cc7-e34c5fe336a7,uuid:5ca9fb80-aad8-4737-9cc7-e34c5fe336a7/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[2]
3,Miiti,Tomato,0.5,Rented_shared_in,,Head_,Medium,Farmeland,,No,,No,No,Yes,No,228.0,,,,,,,No,,uuid:5ca9fb80-aad8-4737-9cc7-e34c5fe336a7,uuid:5ca9fb80-aad8-4737-9cc7-e34c5fe336a7/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[3]
5,Bilali,Maize,1.0,Owned,,Head_,Medium,Farmeland,,No,No,No,No,Yes,No,200.0,Yes,0.0,Yes,0.0,Yes,50.0,,,uuid:5ca9fb80-aad8-4737-9cc7-e34c5fe336a7,uuid:5ca9fb80-aad8-4737-9cc7-e34c5fe336a7/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[4]
3,Manga,Maize,1.0,Rented_shared_in,,Head_,Good,Farmeland,,No,No,No,No,No,No,600.0,No,,No,,No,,,,uuid:fa9b04d1-1cce-4fd3-8abf-8f739e268058,uuid:fa9b04d1-1cce-4fd3-8abf-8f739e268058/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]
4,Lushanga,Maize,1.0,Owned,,Head_and_spouse_jointly,Medium,Bush,,Yes,No,No,No,Yes,No,600.0,Yes,1.8,Yes,1.9,Yes,2.1,,,uuid:f376dee1-79eb-4178-af15-fb8a0a7ebd33,uuid:f376dee1-79eb-4178-af15-fb8a0a7ebd33/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]
5,Lugola,Maize,1.0,Owned,,Head_and_spouse_jointly,Medium,Farmeland,,No,No,No,No,Yes,No,500.0,No,,Yes,3.1,Yes,4.0,,,uuid:f376dee1-79eb-4178-af15-fb8a0a7ebd33,uuid:f376dee1-79eb-4178-af15-fb8a0a7ebd33/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[2]
2,Kitikilo,Tomato,0.5,Owned,,Head_,Medium,Farmeland,,Yes,,Yes,No,Yes,No,120.0,,,,,,,Yes,1.9,uuid:8bd1b7ec-6a0b-44b4-a4f4-65dc14a4082c,uuid:8bd1b7ec-6a0b-44b4-a4f4-65dc14a4082c/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]
